,image_id,Rater,Rating,Group
230,1718,Annotator_2,2,PhD
231,1751,Annotator_2,2,PhD
232,112,Annotator_2,3,PhD
233,1712,Annotator_2,4,PhD
234,126,Annotator_2,3,PhD
235,1285,Annotator_2,1,PhD
236,1294,Annotator_2,4,PhD
237,1295,Annotator_2,1,PhD
238,1303,Annotator_2,2,PhD
239,2364,Annotator_2,2,PhD
240,1400,Annotator_2,3,PhD
241,1439,Annotator_2,2,PhD
242,1711,Annotator_2,3,PhD
243,1499,Annotator_2,4,PhD
244,1510,Annotator_2,3,PhD
245,1581,Annotator_2,4,PhD
246,1615,Annotator_2,4,PhD
247,1659,Annotator_2,2,PhD
248,1697,Annotator_2,2,PhD
249,1761,Annotator_2,4,PhD
250,1947,Annotator_2,3,PhD
251,1821,Annotator_2,4,PhD
252,1838,Annotator_2,3,PhD
253,2152,Annotator_2,3,PhD
254,2194,Annotator_2,1,PhD
255,2218,Annotator_2,1,PhD
256,2220,Annotator_2,4,PhD
257,2251,Annotator_2,3,PhD
258,2253,Annotator_2,3,PhD
259,2254,Annotator_2,2,PhD
260,2276,Annotator_2,4,PhD
261,2293,Annotator_2,2,PhD
262,2300,Annotator_2,4,PhD
263,2327,Annotator_2,4,PhD
264,2348,Annotator_2,3,PhD
265,2354,Annotator_2,3,PhD
266,2357,Annotator_2,4,PhD
267,2360,Annotator_2,4,PhD
268,2141,Annotator_2,2,PhD
269,2125,Annotator_2,3,PhD
270,2124,Annotator_2,3,PhD
271,2050,Annotator_2,2,PhD
272,1894,Annotator_2,2,PhD
273,1911,Annotator_2,4,PhD
274,1246,Annotator_2,2,PhD
275,2007,Annotator_2,2,PhD
276,2008,Annotator_2,5,PhD
277,2016,Annotator_2,3,PhD
278,2052,Annotator_2,2,PhD
279,2117,Annotator_2,1,PhD
280,2054,Annotator_2,4,PhD
281,2061,Annotator_2,3,PhD
282,2062,Annotator_2,3,PhD
283,2064,Annotator_2,4,PhD
284,2071,Annotator_2,3,PhD
285,2074,Annotator_2,1,PhD
286,1277,Annotator_2,2,PhD
287,1428,Annotator_2,1,PhD
288,1232,Annotator_2,5,PhD
289,937,Annotator_2,4,PhD
290,909,Annotator_2,3,PhD
291,904,Annotator_2,3,PhD
292,898,Annotator_2,1,PhD
293,869,Annotator_2,1,PhD
294,846,Annotator_2,1,PhD
295,828,Annotator_2,3,PhD
296,765,Annotator_2,3,PhD
297,290,Annotator_2,2,PhD
298,292,Annotator_2,1,PhD
299,304,Annotator_2,3,PhD
300,324,Annotator_2,1,PhD
301,754,Annotator_2,3,PhD
302,330,Annotator_2,3,PhD
303,332,Annotator_2,1,PhD
304,690,Annotator_2,3,PhD
305,676,Annotator_2,4,PhD
306,337,Annotator_2,4,PhD
307,339,Annotator_2,4,PhD
308,639,Annotator_2,4,PhD
309,614,Annotator_2,5,PhD
310,604,Annotator_2,4,PhD
311,572,Annotator_2,4,PhD
312,433,Annotator_2,3,PhD
313,436,Annotator_2,2,PhD
314,442,Annotator_2,3,PhD
315,920,Annotator_2,1,PhD
316,494,Annotator_2,4,PhD
317,950,Annotator_2,3,PhD
318,1081,Annotator_2,4,PhD
319,1225,Annotator_2,2,PhD
320,1215,Annotator_2,2,PhD
321,1205,Annotator_2,3,PhD
322,139,Annotator_2,2,PhD
323,1177,Annotator_2,2,PhD
324,148,Annotator_2,3,PhD
325,1153,Annotator_2,1,PhD
326,1146,Annotator_2,4,PhD
327,149,Annotator_2,2,PhD
328,994,Annotator_2,4,PhD
329,152,Annotator_2,2,PhD
330,184,Annotator_2,2,PhD
331,1100,Annotator_2,4,PhD
332,998,Annotator_2,3,PhD
333,1044,Annotator_2,5,PhD
334,1011,Annotator_2,1,PhD
335,2215,Annotator_2,4,PhD
336,2103,Annotator_2,1,PhD
337,491,Annotator_2,5,PhD
338,236,Annotator_2,3,PhD
339,2065,Annotator_2,3,PhD
340,1845,Annotator_2,4,PhD
341,413,Annotator_2,1,PhD
342,2262,Annotator_2,2,PhD
343,220,Annotator_2,4,PhD
344,492,Annotator_2,4,PhD
345,213,Annotator_2,2,PhD
346,2105,Annotator_2,2,PhD
347,2211,Annotator_2,3,PhD
348,407,Annotator_2,5,PhD
349,380,Annotator_2,3,PhD
350,2356,Annotator_2,4,PhD
351,2138,Annotator_2,3,PhD
352,1749,Annotator_2,2,PhD
353,2289,Annotator_2,5,PhD
354,2163,Annotator_2,4,PhD
355,196,Annotator_2,4,PhD
356,188,Annotator_2,2,PhD
357,242,Annotator_2,3,PhD
358,658,Annotator_2,4,PhD
359,497,Annotator_2,3,PhD
360,1802,Annotator_2,2,PhD
361,1779,Annotator_2,4,PhD
362,790,Annotator_2,2,PhD
363,859,Annotator_2,4,PhD
364,1633,Annotator_2,4,PhD
365,999,Annotator_2,4,PhD
366,1006,Annotator_2,2,PhD
367,1576,Annotator_2,2,PhD
368,1503,Annotator_2,2,PhD
369,1465,Annotator_2,2,PhD
370,1087,Annotator_2,1,PhD
371,1112,Annotator_2,2,PhD
372,1388,Annotator_2,4,PhD
373,1326,Annotator_2,2,PhD
374,1301,Annotator_2,3,PhD
375,1214,Annotator_2,3,PhD
376,502,Annotator_2,4,PhD
377,1790,Annotator_2,4,PhD
378,1803,Annotator_2,4,PhD
379,1925,Annotator_2,5,PhD
380,2049,Annotator_2,2,PhD
381,2025,Annotator_2,2,PhD
382,2018,Annotator_2,3,PhD
383,547,Annotator_2,3,PhD
384,643,Annotator_2,3,PhD
385,650,Annotator_2,2,PhD
386,1251,Annotator_2,3,PhD
387,660,Annotator_2,5,PhD
388,2028,Annotator_2,4,PhD
389,1917,Annotator_2,3,PhD
390,1915,Annotator_2,4,PhD
391,1874,Annotator_2,4,PhD
392,736,Annotator_2,4,PhD
393,1839,Annotator_2,4,PhD
394,758,Annotator_2,3,PhD
395,1818,Annotator_2,5,PhD
396,1601,Annotator_2,5,PhD
397,2223,Annotator_2,4,PhD
398,1949,Annotator_2,2,PhD
399,1068,Annotator_2,1,PhD
400,1626,Annotator_3,4,UG
401,1953,Annotator_3,1,UG
402,447,Annotator_3,4,UG
403,1748,Annotator_3,2,UG
404,882,Annotator_3,4,UG
405,1777,Annotator_3,4,UG
406,1519,Annotator_3,4,UG
407,610,Annotator_3,5,UG
408,1979,Annotator_3,4,UG
409,2213,Annotator_3,4,UG
410,317,Annotator_3,4,UG
411,1453,Annotator_3,4,UG
412,2060,Annotator_3,4,UG
413,1963,Annotator_3,1,UG
414,297,Annotator_3,3,UG
415,1143,Annotator_3,3,UG
416,1178,Annotator_3,1,UG
417,1861,Annotator_3,4,UG
418,1206,Annotator_3,2,UG
419,839,Annotator_3,4,UG
420,1192,Annotator_3,1,UG
421,1715,Annotator_3,4,UG
422,1945,Annotator_3,5,UG
423,203,Annotator_3,5,UG
424,1946,Annotator_3,1,UG
425,2271,Annotator_3,4,UG
426,1755,Annotator_3,4,UG
427,1750,Annotator_3,2,UG
428,1757,Annotator_3,4,UG
429,1726,Annotator_3,4,UG
430,1718,Annotator_3,4,UG
431,1751,Annotator_3,1,UG
432,112,Annotator_3,4,UG
433,1712,Annotator_3,5,UG
434,126,Annotator_3,4,UG
435,1285,Annotator_3,5,UG
436,1294,Annotator_3,1,UG
437,1295,Annotator_3,5,UG
438,1303,Annotator_3,5,UG
439,2364,Annotator_3,2,UG
440,1400,Annotator_3,2,UG
441,1439,Annotator_3,3,UG
442,1711,Annotator_3,5,UG
443,1499,Annotator_3,4,UG
444,1510,Annotator_3,2,UG
445,1581,Annotator_3,3,UG
446,1615,Annotator_3,2,UG
447,1659,Annotator_3,2,UG
448,1697,Annotator_3,4,UG
449,1761,Annotator_3,5,UG
450,1947,Annotator_3,4,UG
451,1821,Annotator_3,1,UG
452,1838,Annotator_3,2,UG
453,2152,Annotator_3,2,UG
454,2194,Annotator_3,2,UG
455,2218,Annotator_3,5,UG
456,2220,Annotator_3,4,UG
457,2251,Annotator_3,1,UG
458,2253,Annotator_3,4,UG
459,2254,Annotator_3,2,UG
460,2276,Annotator_3,2,UG
461,2293,Annotator_3,4,UG
462,2300,Annotator_3,2,UG
463,2327,Annotator_3,2,UG
464,2348,Annotator_3,3,UG
465,2354,Annotator_3,4,UG
466,2357,Annotator_3,4,UG
467,2360,Annotator_3,5,UG
468,2141,Annotator_3,3,UG
469,2125,Annotator_3,2,UG
470,2124,Annotator_3,5,UG
471,2050,Annotator_3,2,UG
472,1894,Annotator_3,4,UG
473,1911,Annotator_3,2,UG
474,1246,Annotator_3,1,UG
475,2007,Annotator_3,1,UG
476,2008,Annotator_3,1,UG
477,2016,Annotator_3,4,UG
478,2052,Annotator_3,1,UG
479,2117,Annotator_3,3,UG
480,2054,Annotator_3,4,UG
481,2061,Annotator_3,4,UG
482,2062,Annotator_3,5,UG
483,2064,Annotator_3,2,UG
484,2071,Annotator_3,4,UG
485,2074,Annotator_3,2,UG
486,1277,Annotator_3,5,UG
487,1428,Annotator_3,4,UG
488,1232,Annotator_3,1,UG
489,937,Annotator_3,5,UG
490,909,Annotator_3,1,UG
491,904,Annotator_3,4,UG
492,898,Annotator_3,2,UG
493,869,Annotator_3,3,UG
494,846,Annotator_3,2,UG
495,828,Annotator_3,4,UG
496,765,Annotator_3,2,UG
497,290,Annotator_3,4,UG
498,292,Annotator_3,2,UG
499,304,Annotator_3,4,UG
500,324,Annotator_3,5,UG
501,754,Annotator_3,3,UG
502,330,Annotator_3,4,UG
503,332,Annotator_3,5,UG
504,690,Annotator_3,5,UG
505,676,Annotator_3,2,UG
506,337,Annotator_3,5,UG
507,339,Annotator_3,5,UG
508,639,Annotator_3,4,UG
509,614,Annotator_3,4,UG
510,604,Annotator_3,2,UG
511,572,Annotator_3,5,UG
512,433,Annotator_3,4,UG
513,436,Annotator_3,5,UG
514,442,Annotator_3,2,UG
515,920,Annotator_3,5,UG
516,494,Annotator_3,3,UG
517,950,Annotator_3,1,UG
518,1081,Annotator_3,5,UG
519,1225,Annotator_3,1,UG
520,1215,Annotator_3,3,UG
521,1205,Annotator_3,1,UG
522,139,Annotator_3,5,UG
523,1177,Annotator_3,1,UG
524,148,Annotator_3,5,UG
525,1153,Annotator_3,2,UG
526,1146,Annotator_3,1,UG
527,149,Annotator_3,1,UG
528,994,Annotator_3,5,UG
529,152,Annotator_3,1,UG
530,184,Annotator_3,3,UG
531,1100,Annotator_3,2,UG
532,998,Annotator_3,2,UG
533,1044,Annotator_3,4,UG
534,1011,Annotator_3,3,UG
535,2215,Annotator_3,2,UG
536,2103,Annotator_3,2,UG
537,491,Annotator_3,4,UG
538,236,Annotator_3,2,UG
539,2065,Annotator_3,5,UG
540,1845,Annotator_3,4,UG
541,413,Annotator_3,2,UG
542,2262,Annotator_3,2,UG
543,220,Annotator_3,3,UG
544,492,Annotator_3,4,UG
545,213,Annotator_3,2,UG
546,2105,Annotator_3,2,UG
547,2211,Annotator_3,2,UG
548,407,Annotator_3,3,UG
549,380,Annotator_3,4,UG
550,2356,Annotator_3,4,UG
551,2138,Annotator_3,2,UG
552,1749,Annotator_3,4,UG
553,2289,Annotator_3,5,UG
554,2163,Annotator_3,4,UG
555,196,Annotator_3,4,UG
556,188,Annotator_3,2,UG
557,242,Annotator_3,1,UG
558,658,Annotator_3,4,UG
559,497,Annotator_3,5,UG
560,1802,Annotator_3,2,UG
561,1779,Annotator_3,5,UG
562,790,Annotator_3,5,UG
563,859,Annotator_3,3,UG
564,1633,Annotator_3,2,UG
565,999,Annotator_3,5,UG
566,1006,Annotator_3,4,UG
567,1576,Annotator_3,1,UG
568,1503,Annotator_3,4,UG
569,1465,Annotator_3,4,UG
570,1087,Annotator_3,1,UG
571,1112,Annotator_3,2,UG
572,1388,Annotator_3,4,UG
573,1326,Annotator_3,1,UG
574,1301,Annotator_3,4,UG
575,1214,Annotator_3,4,UG
576,502,Annotator_3,5,UG
577,1790,Annotator_3,4,UG
578,1803,Annotator_3,5,UG
579,1925,Annotator_3,4,UG
580,2049,Annotator_3,4,UG
581,2025,Annotator_3,2,UG
582,2018,Annotator_3,4,UG
583,547,Annotator_3,3,UG
584,643,Annotator_3,4,UG
585,650,Annotator_3,5,UG
586,1251,Annotator_3,5,UG
587,660,Annotator_3,5,UG
588,2028,Annotator_3,3,UG
589,1917,Annotator_3,2,UG
590,1915,Annotator_3,4,UG
591,1874,Annotator_3,4,UG
592,736,Annotator_3,4,UG
593,1839,Annotator_3,5,UG
594,758,Annotator_3,2,UG
595,1818,Annotator_3,5,UG
596,1601,Annotator_3,5,UG
597,2223,Annotator_3,4,UG
598,1949,Annotator_3,2,UG
599,1068,Annotator_3,1,UG
600,1626,Annotator_4,5,UG
601,1953,Annotator_4,4,UG
602,447,Annotator_4,5,UG
603,1748,Annotator_4,4,UG
604,882,Annotator_4,3,UG
605,1777,Annotator_4,5,UG
606,1519,Annotator_4,5,UG
607,610,Annotator_4,4,UG
608,1979,Annotator_4,5,UG
609,2213,Annotator_4,5,UG
610,317,Annotator_4,5,UG
611,1453,Annotator_4,5,UG
612,2060,Annotator_4,5,UG
613,1963,Annotator_4,4,UG
614,297,Annotator_4,5,UG
615,1143,Annotator_4,2,UG
616,1178,Annotator_4,2,UG
617,1861,Annotator_4,5,UG
618,1206,Annotator_4,5,UG
619,839,Annotator_4,5,UG
620,1192,Annotator_4,5,UG
621,1715,Annotator_4,5,UG
622,1945,Annotator_4,4,UG
623,203,Annotator_4,4,UG
624,1946,Annotator_4,4,UG
625,2271,Annotator_4,5,UG
626,1755,Annotator_4,5,UG
627,1750,Annotator_4,5,UG
628,1757,Annotator_4,5,UG
629,1726,Annotator_4,5,UG
630,1718,Annotator_4,3,UG
631,1751,Annotator_4,4,UG
632,112,Annotator_4,2,UG
633,1712,Annotator_4,5,UG
634,126,Annotator_4,3,UG
635,1285,Annotator_4,5,UG
636,1294,Annotator_4,1,UG
637,1295,Annotator_4,5,UG
638,1303,Annotator_4,5,UG
639,2364,Annotator_4,3,UG
640,1400,Annotator_4,1,UG
641,1439,Annotator_4,5,UG
642,1711,Annotator_4,4,UG
643,1499,Annotator_4,5,UG
644,1510,Annotator_4,5,UG
645,1581,Annotator_4,3,UG
646,1615,Annotator_4,4,UG
647,1659,Annotator_4,1,UG
648,1697,Annotator_4,4,UG
649,1761,Annotator_4,5,UG
650,1947,Annotator_4,5,UG
651,1821,Annotator_4,2,UG
652,1838,Annotator_4,5,UG
653,2152,Annotator_4,5,UG
654,2194,Annotator_4,5,UG
655,2218,Annotator_4,4,UG
656,2220,Annotator_4,3,UG
657,2251,Annotator_4,1,UG
658,2253,Annotator_4,4,UG
659,2254,Annotator_4,4,UG
660,2276,Annotator_4,4,UG
661,2293,Annotator_4,3,UG
662,2300,Annotator_4,5,UG
663,2327,Annotator_4,4,UG
664,2348,Annotator_4,2,UG
665,2354,Annotator_4,4,UG
666,2357,Annotator_4,5,UG
667,2360,Annotator_4,4,UG
668,2141,Annotator_4,4,UG
669,2125,Annotator_4,5,UG
670,2124,Annotator_4,5,UG
671,2050,Annotator_4,4,UG
672,1894,Annotator_4,5,UG
673,1911,Annotator_4,4,UG
674,1246,Annotator_4,1,UG
675,2007,Annotator_4,5,UG
676,2008,Annotator_4,4,UG
677,2016,Annotator_4,4,UG
678,2052,Annotator_4,1,UG
679,2117,Annotator_4,4,UG
680,2054,Annotator_4,5,UG
681,2061,Annotator_4,4,UG
682,2062,Annotator_4,5,UG
683,2064,Annotator_4,2,UG
684,2071,Annotator_4,4,UG
685,2074,Annotator_4,3,UG
686,1277,Annotator_4,4,UG
687,1428,Annotator_4,4,UG
688,1232,Annotator_4,1,UG
689,937,Annotator_4,4,UG
690,909,Annotator_4,4,UG
691,904,Annotator_4,5,UG
692,898,Annotator_4,5,UG
693,869,Annotator_4,3,UG
694,846,Annotator_4,5,UG
695,828,Annotator_4,1,UG
696,765,Annotator_4,2,UG
697,290,Annotator_4,4,UG
698,292,Annotator_4,3,UG
699,304,Annotator_4,3,UG
700,324,Annotator_4,5,UG
701,754,Annotator_4,5,UG
702,330,Annotator_4,5,UG
703,332,Annotator_4,4,UG
704,690,Annotator_4,5,UG
705,676,Annotator_4,2,UG
706,337,Annotator_4,5,UG
707,339,Annotator_4,4,UG
708,639,Annotator_4,5,UG
709,614,Annotator_4,3,UG
710,604,Annotator_4,3,UG
711,572,Annotator_4,5,UG
712,433,Annotator_4,5,UG
713,436,Annotator_4,4,UG
714,442,Annotator_4,1,UG
715,920,Annotator_4,5,UG
716,494,Annotator_4,2,UG
717,950,Annotator_4,1,UG
718,1081,Annotator_4,5,UG
719,1225,Annotator_4,1,UG
720,1215,Annotator_4,5,UG
721,1205,Annotator_4,2,UG
722,139,Annotator_4,4,UG
723,1177,Annotator_4,1,UG
724,148,Annotator_4,4,UG
725,1153,Annotator_4,4,UG
726,1146,Annotator_4,4,UG
727,149,Annotator_4,2,UG
728,994,Annotator_4,5,UG
729,152,Annotator_4,1,UG
730,184,Annotator_4,4,UG
731,1100,Annotator_4,2,UG
732,998,Annotator_4,5,UG
733,1044,Annotator_4,5,UG
734,1011,Annotator_4,5,UG
735,2215,Annotator_4,4,UG
736,2103,Annotator_4,1,UG
737,491,Annotator_4,5,UG
738,236,Annotator_4,2,UG
739,2065,Annotator_4,5,UG
740,1845,Annotator_4,4,UG
741,413,Annotator_4,2,UG
742,2262,Annotator_4,4,UG
743,220,Annotator_4,4,UG
744,492,Annotator_4,4,UG
745,213,Annotator_4,2,UG
746,2105,Annotator_4,5,UG
747,2211,Annotator_4,2,UG
748,407,Annotator_4,3,UG
749,380,Annotator_4,3,UG
750,2356,Annotator_4,4,UG
751,2138,Annotator_4,2,UG
752,1749,Annotator_4,4,UG
753,2289,Annotator_4,5,UG
754,2163,Annotator_4,4,UG
755,196,Annotator_4,4,UG
756,188,Annotator_4,3,UG
757,242,Annotator_4,3,UG
758,658,Annotator_4,5,UG
759,497,Annotator_4,5,UG
760,1802,Annotator_4,4,UG
761,1779,Annotator_4,5,UG
762,790,Annotator_4,5,UG
763,859,Annotator_4,4,UG
764,1633,Annotator_4,4,UG
765,999,Annotator_4,5,UG
766,1006,Annotator_4,2,UG
767,1576,Annotator_4,1,UG
768,1503,Annotator_4,4,UG
769,1465,Annotator_4,4,UG
770,1087,Annotator_4,4,UG
771,1112,Annotator_4,1,UG
772,1388,Annotator_4,5,UG
773,1326,Annotator_4,1,UG
774,1301,Annotator_4,4,UG
775,1214,Annotator_4,4,UG
776,502,Annotator_4,5,UG
777,1790,Annotator_4,4,UG
778,1803,Annotator_4,5,UG
779,1925,Annotator_4,4,UG
780,2049,Annotator_4,4,UG
781,2025,Annotator_4,1,UG
782,2018,Annotator_4,3,UG
783,547,Annotator_4,2,UG
784,643,Annotator_4,3,UG
785,650,Annotator_4,5,UG
786,1251,Annotator_4,5,UG
787,660,Annotator_4,4,UG
788,2028,Annotator_4,4,UG
789,1917,Annotator_4,3,UG
790,1915,Annotator_4,4,UG
791,1874,Annotator_4,5,UG
792,736,Annotator_4,4,UG
793,1839,Annotator_4,5,UG
794,758,Annotator_4,2,UG
795,1818,Annotator_4,5,UG
796,1601,Annotator_4,5,UG
797,2223,Annotator_4,4,UG
798,1949,Annotator_4,2,UG
799,1068,Annotator_4,1,UG
