image_id,l1_l4_vector,keyword_vector,domain,chart_type,views,clarity,complexity,mean_rating,sentence_count,Agreement
869,"[3, 4, 0, 0]","[4, 2, 13, 5, 11, 13]",Climate Science,"Bar Graph,Scatter Plot",composite views,Low Clarity,High Complexity,2.25,8,3
882,"[1, 2, 0, 0]","[0, 0, 0, 0, 2, 12]",Energy,Line Chart,single view,Low Clarity,Low Complexity,3.5,5,4
898,"[2, 0, 0, 0]","[2, 0, 1, 0, 1, 10]",Climate Science,Line Chart,single view,Low Clarity,High Complexity,2.5,4,3
904,"[0, 2, 1, 0]","[3, 0, 3, 0, 10, 3]",Energy,Line Chart,single view,Low Clarity,High Complexity,4.0,3,3
909,"[5, 2, 0, 12]","[13, 16, 11, 0, 15, 12]",Climate Science,Bar Graph,single view,Low Clarity,High Complexity,2.75,20,3
920,"[0, 1, 0, 1]","[2, 0, 2, 0, 1, 1]",Energy,Bar Graph,single view,Low Clarity,High Complexity,3.5,3,3
937,"[2, 1, 0, 0]","[3, 2, 4, 0, 3, 8]",Energy,Line Chart,composite views,Low Clarity,High Complexity,3.75,3,3
950,"[0, 1, 0, 1]","[5, 0, 2, 1, 8, 4]",Climate Science,Area Chart,composite views,Low Clarity,High Complexity,1.75,2,3
994,"[0, 1, 2, 0]","[3, 0, 6, 0, 12, 8]",Energy,Line Chart,single view,Low Clarity,High Complexity,4.25,4,3
998,"[3, 0, 0, 0]","[7, 0, 5, 0, 3, 8]",Climate Science,Scatter Plot,single view,Low Clarity,Low Complexity,3.0,3,3
999,"[1, 1, 0, 2]","[4, 0, 9, 2, 3, 2]",Climate Science,Line Chart,single view,Low Clarity,High Complexity,4.5,5,2
1006,"[0, 1, 0, 0]","[1, 2, 1, 0, 1, 1]",Climate Science,Line Chart,single view,Low Clarity,High Complexity,2.5,2,2
1011,"[2, 1, 0, 0]","[1, 5, 5, 1, 8, 8]",Energy,Bar Graph,single view,Low Clarity,High Complexity,2.5,3,3
1044,"[2, 3, 0, 1]","[10, 0, 7, 2, 3, 7]",Climate Science,Line Chart,single view,Low Clarity,High Complexity,4.0,9,3
1068,"[2, 0, 0, 1]","[0, 1, 2, 1, 4, 8]",Climate Science,Line Chart,single view,Low Clarity,High Complexity,1.0,3,1
1081,"[0, 5, 0, 0]","[10, 1, 11, 0, 2, 7]",Climate Science,Bar Graph,single view,Low Clarity,High Complexity,4.0,7,3
1087,"[3, 1, 0, 0]","[3, 2, 4, 0, 5, 9]",Energy,Line Chart,single view,High Clarity,High Complexity,2.5,4,2
1100,"[3, 0, 3, 3]","[1, 3, 4, 4, 11, 6]",Climate Science,Bar Graph,single view,Low Clarity,High Complexity,2.75,10,3
1112,"[2, 0, 2, 0]","[0, 0, 6, 2, 2, 5]",Climate Science,Line Chart,single view,Low Clarity,High Complexity,1.5,4,2
1143,"[1, 0, 0, 0]","[1, 0, 0, 1, 4, 8]",Climate Science,Line Chart,single view,Low Clarity,High Complexity,2.75,2,4
1146,"[2, 0, 0, 1]","[4, 3, 5, 2, 2, 17]",Energy,Bar Graph,composite views,Low Clarity,High Complexity,3.0,3,3
1153,"[2, 0, 0, 0]","[4, 1, 0, 0, 1, 1]",Energy,"Bar Graph,Line Chart",single view,Low Clarity,High Complexity,2.25,2,3
1177,"[2, 1, 0, 0]","[3, 0, 5, 0, 5, 2]",Climate Science,Line Chart,single view,Low Clarity,High Complexity,2.0,4,3
1178,"[3, 1, 0, 0]","[1, 1, 3, 0, 1, 4]",Climate Science,Line Chart,single view,Low Clarity,High Complexity,2.5,6,4
1192,"[4, 0, 0, 0]","[2, 0, 5, 2, 3, 6]",Climate Science,Line Chart,single view,Low Clarity,High Complexity,2.75,4,4
1205,"[1, 1, 0, 0]","[6, 0, 2, 2, 6, 4]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,2.25,4,3
1206,"[2, 0, 0, 5]","[1, 5, 4, 0, 9, 5]",Energy,Bar Graph,single view,Low Clarity,High Complexity,3.5,7,4
1214,"[0, 2, 1, 0]","[10, 1, 5, 5, 10, 4]",Climate Science,"Bar Graph,Line Chart,Scatter Plot",composite views,Low Clarity,High Complexity,3.5,5,2
1215,"[2, 1, 1, 1]","[5, 3, 9, 0, 3, 5]",Climate Science,Bar Graph,single view,Low Clarity,High Complexity,3.0,6,3
1225,"[0, 1, 0, 2]","[1, 0, 1, 0, 1, 2]",Energy,Heat Map,composite views,High Clarity,High Complexity,2.0,3,3
1232,"[2, 2, 0, 3]","[1, 4, 5, 2, 8, 10]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,2.25,7,3
1246,"[2, 1, 0, 0]","[3, 0, 5, 0, 5, 2]",Climate Science,Line Chart,single view,Low Clarity,High Complexity,2.0,4,3
1251,"[1, 0, 0, 2]","[6, 2, 6, 0, 7, 1]",Climate Science,Bar Graph,single view,Low Clarity,High Complexity,4.0,4,2
1277,"[1, 0, 0, 0]","[1, 3, 4, 0, 1, 3]",Energy,Bar Graph,single view,Low Clarity,High Complexity,3.75,1,3
1285,"[5, 1, 0, 0]","[3, 4, 2, 0, 3, 9]",Energy,Line Chart,single view,High Clarity,High Complexity,3.75,7,3
1294,"[4, 3, 1, 2]","[9, 6, 5, 3, 3, 12]",Energy,Bar Graph,single view,High Clarity,High Complexity,2.0,12,3
1295,"[3, 0, 0, 0]","[2, 3, 3, 0, 4, 17]",Energy,Line Chart,single view,Low Clarity,High Complexity,3.75,5,3
1301,"[3, 2, 0, 0]","[6, 2, 10, 0, 4, 22]",Climate Science,Bar Graph,single view,Low Clarity,High Complexity,3.5,6,2
1303,"[0, 1, 0, 0]","[0, 0, 0, 0, 1, 1]",Energy,Bar Graph,single view,Low Clarity,High Complexity,4.0,1,3
1326,"[1, 6, 0, 0]","[1, 0, 6, 0, 1, 10]",Climate Science,Pie Chart,composite views,High Clarity,High Complexity,1.25,8,2
1388,"[0, 0, 0, 4]","[1, 1, 3, 0, 6, 3]",Energy,Line Chart,single view,Low Clarity,High Complexity,4.25,5,2
1400,"[1, 1, 1, 1]","[0, 0, 4, 1, 7, 2]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,2.25,3,3
1428,"[1, 2, 0, 0]","[0, 4, 0, 0, 2, 2]",Energy,Bar Graph,single view,Low Clarity,High Complexity,2.75,4,3
1439,"[0, 1, 0, 0]","[1, 0, 0, 0, 2, 3]",Energy,Scatter Plot,single view,Low Clarity,High Complexity,3.0,3,3
1453,"[0, 2, 0, 0]","[4, 0, 1, 1, 4, 1]",Climate Science,Scatter Plot,single view,Low Clarity,High Complexity,3.5,2,4
1465,"[0, 1, 0, 0]","[1, 0, 1, 2, 1, 1]",Climate Science,Heat Map,single view,Low Clarity,High Complexity,3.0,4,2
1499,"[0, 3, 0, 0]","[5, 1, 2, 1, 4, 9]",Climate Science,Bar Graph,single view,Low Clarity,Low Complexity,4.0,5,3
1503,"[0, 6, 0, 0]","[13, 3, 11, 2, 4, 6]",Climate Science,Heat Map,single view,Low Clarity,High Complexity,3.0,8,2
1510,"[0, 1, 0, 0]","[3, 0, 1, 0, 2, 1]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,3.25,2,3
1519,"[1, 3, 0, 0]","[4, 0, 0, 2, 4, 4]",Energy,Line Chart,single view,Low Clarity,High Complexity,3.5,5,4
1576,"[1, 7, 1, 1]","[8, 1, 6, 0, 12, 12]",Energy,Line Chart,composite views,Low Clarity,High Complexity,1.5,31,2
1581,"[3, 1, 0, 0]","[4, 3, 4, 0, 2, 8]",Energy,Heat Map,composite views,Low Clarity,High Complexity,3.0,4,3
1601,"[0, 0, 1, 1]","[1, 0, 2, 2, 3, 2]",Energy,Line Chart,single view,Low Clarity,High Complexity,5.0,2,1
1615,"[2, 2, 0, 0]","[4, 3, 9, 0, 10, 6]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,3.25,5,3
1626,"[2, 1, 0, 0]","[2, 0, 2, 1, 5, 2]",Climate Science,Scatter Plot,single view,Low Clarity,High Complexity,3.5,3,4
1633,"[0, 7, 0, 1]","[4, 3, 1, 3, 9, 19]",Energy,Line Chart,composite views,High Clarity,High Complexity,3.5,8,2
1659,"[1, 3, 0, 0]","[11, 3, 9, 1, 5, 5]",Energy,Bar Graph,composite views,Low Clarity,High Complexity,2.0,4,3
1697,"[0, 4, 0, 0]","[6, 2, 4, 2, 3, 3]",Energy,Line Chart,composite views,Low Clarity,High Complexity,3.25,5,3
1711,"[0, 3, 0, 0]","[5, 0, 4, 0, 4, 2]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,3.75,6,3
1712,"[0, 2, 0, 0]","[2, 0, 0, 0, 6, 2]",Climate Science,Line Chart,single view,Low Clarity,High Complexity,4.25,3,3
1715,"[1, 1, 0, 0]","[2, 3, 4, 1, 1, 6]",Energy,Bar Graph,single view,Low Clarity,High Complexity,3.5,2,4
1718,"[0, 1, 0, 0]","[0, 1, 0, 1, 2, 2]",Energy,Bar Graph,single view,Low Clarity,High Complexity,2.75,1,3
1726,"[0, 6, 0, 0]","[6, 0, 4, 0, 1, 1]",Climate Science,Pie Chart,single view,Low Clarity,High Complexity,4.0,8,3
1748,"[3, 10, 0, 0]","[6, 3, 7, 1, 9, 8]",Climate Science,Line Chart,composite views,High Clarity,High Complexity,2.5,16,4
1748,"[3, 10, 0, 0]","[6, 3, 7, 1, 9, 8]",Climate Science,Line Chart,composite views,High Clarity,High Complexity,2.5,6,4
1750,"[1, 2, 0, 0]","[8, 2, 6, 0, 5, 4]",Climate Science,Bar Graph,composite views,Low Clarity,High Complexity,2.5,5,3
1751,"[5, 2, 0, 0]","[3, 0, 12, 1, 1, 14]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,2.25,9,3
1755,"[1, 5, 0, 1]","[11, 0, 14, 1, 1, 12]",Energy,Line Chart,composite views,Low Clarity,High Complexity,3.75,7,3
1757,"[1, 2, 0, 0]","[2, 3, 1, 0, 1, 7]",Climate Science,Line Chart,single view,Low Clarity,High Complexity,3.75,4,3
1761,"[0, 3, 0, 0]","[2, 6, 3, 0, 4, 2]",Energy,Bar Graph,single view,Low Clarity,High Complexity,4.0,3,3
1777,"[0, 6, 0, 0]","[12, 4, 8, 5, 3, 8]",Climate Science,Bar Graph,composite views,Low Clarity,High Complexity,3.5,8,4
1779,"[0, 4, 1, 3]","[1, 1, 2, 3, 8, 3]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,4.75,8,2
1790,"[0, 3, 1, 0]","[9, 3, 9, 1, 2, 5]",Climate Science,Bar Graph,composite views,Low Clarity,High Complexity,3.5,6,2
1802,"[0, 5, 0, 1]","[7, 3, 11, 1, 13, 15]",Energy,Scatter Plot,single view,Low Clarity,High Complexity,2.5,8,2
1803,"[0, 4, 0, 1]","[3, 2, 2, 2, 5, 5]",Climate Science,Bar Graph,single view,Low Clarity,High Complexity,4.75,7,2
1818,"[1, 2, 0, 0]","[4, 2, 2, 0, 2, 4]",Climate Science,Bar Graph,single view,Low Clarity,Low Complexity,5.0,3,1
1821,"[3, 2, 0, 0]","[0, 0, 2, 1, 5, 6]",Climate Science,Bar Graph,composite views,Low Clarity,High Complexity,2.75,6,3
1838,"[1, 5, 0, 0]","[1, 5, 2, 2, 2, 3]",Energy,"Bar Graph,Line Chart",composite views,Low Clarity,High Complexity,3.0,11,3
1839,"[0, 1, 1, 0]","[3, 0, 2, 2, 4, 3]",Energy,Scatter Plot,single view,Low Clarity,High Complexity,4.75,1,2
1861,"[0, 3, 0, 0]","[5, 2, 3, 1, 1, 6]",Energy,Line Chart,composite views,Low Clarity,High Complexity,3.5,4,4
1874,"[1, 7, 0, 0]","[3, 0, 6, 2, 5, 9]",Climate Science,Line Chart,single view,Low Clarity,High Complexity,4.25,10,2
1894,"[1, 1, 0, 0]","[0, 1, 3, 0, 1, 1]",Energy,Bar Graph,single view,Low Clarity,High Complexity,3.25,3,3
1911,"[0, 3, 1, 2]","[3, 1, 8, 2, 2, 14]",Energy,Scatter Plot,single view,Low Clarity,High Complexity,3.25,9,3
1915,"[0, 1, 0, 0]","[5, 1, 0, 0, 5, 3]",Energy,"Line Chart,Heat Map",composite views,Low Clarity,High Complexity,4.25,1,2
1917,"[4, 8, 0, 0]","[3, 0, 4, 1, 6, 5]",Climate Science,"Line Chart,Scatter Plot",composite views,Low Clarity,High Complexity,2.5,13,2
1925,"[1, 1, 2, 1]","[4, 1, 7, 0, 12, 2]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,4.5,5,2
1945,"[1, 0, 0, 0]","[1, 0, 1, 0, 2, 1]",Energy,Bar Graph,composite views,Low Clarity,High Complexity,3.5,1,4
1946,"[2, 11, 2, 0]","[6, 4, 12, 2, 12, 21]",Energy,Line Chart,composite views,Low Clarity,High Complexity,2.5,21,4
1947,"[3, 8, 0, 0]","[12, 3, 17, 1, 16, 7]",Energy,Line Chart,composite views,Low Clarity,High Complexity,3.75,13,3
1953,"[0, 4, 1, 0]","[2, 1, 8, 2, 3, 4]",Climate Science,Scatter Plot,single view,Low Clarity,High Complexity,3.0,7,4
1963,"[4, 3, 0, 0]","[0, 1, 12, 2, 1, 11]",Climate Science,Scatter Plot,composite views,Low Clarity,Low Complexity,2.5,11,4
1979,"[0, 4, 0, 0]","[3, 1, 4, 2, 3, 1]",Climate Science,Heat Map,composite views,High Clarity,High Complexity,3.5,5,4
2007,"[1, 7, 1, 1]","[4, 6, 9, 11, 17, 15]",Energy,Line Chart,composite views,Low Clarity,High Complexity,2.5,12,3
2008,"[0, 4, 0, 0]","[6, 2, 4, 2, 3, 3]",Energy,Line Chart,composite views,Low Clarity,High Complexity,3.5,5,3
2016,"[1, 1, 0, 0]","[4, 0, 0, 0, 3, 4]",Energy,Line Chart,composite views,Low Clarity,High Complexity,3.25,2,3
2018,"[0, 2, 1, 1]","[7, 1, 5, 1, 19, 2]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,3.25,6,2
2025,"[2, 7, 0, 0]","[7, 4, 8, 0, 1, 9]",Climate Science,Bar Graph,composite views,Low Clarity,High Complexity,1.75,9,2
2049,"[2, 1, 0, 0]","[1, 1, 0, 0, 1, 3]",Climate Science,Scatter Plot,composite views,Low Clarity,High Complexity,3.0,4,2
2050,"[1, 1, 0, 0]","[1, 0, 0, 0, 4, 9]",Climate Science,Scatter Plot,composite views,Low Clarity,High Complexity,3.25,3,3
2052,"[5, 2, 0, 0]","[2, 1, 6, 0, 1, 6]",Climate Science,Bar Graph,composite views,Low Clarity,High Complexity,1.75,7,3
2054,"[2, 2, 0, 0]","[2, 1, 5, 2, 11, 3]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,3.75,6,3
2060,"[2, 1, 0, 1]","[5, 0, 11, 0, 6, 3]",Climate Science,Bar Graph,composite views,Low Clarity,High Complexity,3.25,4,4
2061,"[0, 1, 0, 0]","[0, 0, 1, 2, 1, 1]",Energy,Scatter Plot,single view,Low Clarity,High Complexity,3.0,1,3
2062,"[2, 1, 0, 1]","[4, 1, 1, 1, 4, 5]",Energy,Bar Graph,composite views,Low Clarity,High Complexity,3.75,8,3
2064,"[7, 6, 0, 5]","[5, 8, 12, 1, 17, 17]",Energy,Line Chart,composite views,Low Clarity,High Complexity,2.25,21,3
2065,"[2, 0, 0, 0]","[0, 1, 2, 0, 3, 8]",Energy,Bar Graph,composite views,Low Clarity,High Complexity,4.5,2,2
2071,"[4, 6, 0, 1]","[7, 2, 7, 0, 2, 8]",Energy,Line Chart,composite views,Low Clarity,High Complexity,3.25,11,3
2074,"[0, 0, 0, 1]","[1, 0, 0, 1, 5, 1]",Energy,Bar Graph,single view,Low Clarity,High Complexity,2.0,1,3
2103,"[3, 1, 0, 0]","[4, 2, 4, 0, 2, 5]",Climate Science,Scatter Plot,composite views,Low Clarity,High Complexity,1.5,5,2
2105,"[2, 2, 0, 0]","[5, 1, 4, 0, 1, 7]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,2.75,5,2
2117,"[4, 0, 0, 0]","[5, 1, 7, 1, 5, 11]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,2.75,4,3
2124,"[2, 0, 0, 0]","[1, 0, 2, 0, 3, 2]",Climate Science,Bar Graph,composite views,Low Clarity,High Complexity,3.75,2,3
2125,"[7, 4, 0, 0]","[3, 1, 10, 2, 7, 6]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,3.0,11,3
2138,"[3, 2, 0, 0]","[1, 0, 6, 0, 3, 2]",Energy,Scatter Plot,single view,Low Clarity,High Complexity,2.25,6,2
2141,"[4, 0, 1, 1]","[5, 3, 3, 1, 10, 3]",Climate Science,Line Chart,composite views,High Clarity,High Complexity,3.25,6,3
2152,"[1, 2, 0, 1]","[1, 3, 5, 0, 1, 6]",Climate Science,Line Chart,composite views,High Clarity,High Complexity,3.0,5,3
2163,"[2, 0, 1, 0]","[1, 0, 3, 3, 7, 23]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,3.75,3,2
2194,"[9, 8, 0, 1]","[19, 16, 14, 0, 5, 19]",Climate Science,"Bar Graph,Line Chart",composite views,Low Clarity,High Complexity,2.5,19,3
2211,"[4, 3, 0, 0]","[0, 1, 4, 1, 7, 3]",Energy,"Bar Graph,Scatter Plot",composite views,High Clarity,High Complexity,2.5,9,2
2213,"[4, 3, 0, 0]","[4, 3, 11, 0, 2, 11]",Energy,"Bar Graph,Line Chart",composite views,High Clarity,High Complexity,3.5,10,4
2215,"[5, 1, 1, 0]","[3, 1, 8, 0, 3, 5]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,3.0,10,2
2218,"[2, 0, 0, 0]","[3, 1, 1, 0, 4, 2]",Climate Science,Bar Graph,composite views,Low Clarity,High Complexity,2.75,2,3
2220,"[3, 0, 0, 0]","[2, 2, 0, 1, 2, 14]",Energy,Line Chart,composite views,Low Clarity,High Complexity,3.0,4,3
2223,"[3, 0, 3, 0]","[2, 1, 16, 0, 9, 10]",Energy,Line Chart,composite views,High Clarity,High Complexity,4.0,8,1
2251,"[2, 2, 0, 1]","[4, 0, 5, 1, 3, 14]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,1.75,6,3
2253,"[4, 0, 0, 0]","[1, 1, 3, 2, 2, 1]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,3.0,4,3
2254,"[5, 3, 0, 1]","[9, 3, 6, 14, 6, 12]",Energy,Line Chart,composite views,Low Clarity,High Complexity,2.75,12,3
2262,"[2, 3, 0, 0]","[4, 0, 7, 2, 5, 4]",Energy,Line Chart,composite views,Low Clarity,High Complexity,2.5,5,2
2271,"[5, 1, 0, 0]","[7, 3, 3, 0, 6, 15]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,3.5,6,4
2276,"[2, 0, 0, 1]","[2, 0, 0, 0, 3, 2]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,2.75,3,3
2289,"[3, 0, 0, 3]","[5, 0, 9, 1, 4, 12]",Climate Science,Bar Graph,composite views,Low Clarity,High Complexity,4.0,6,2
2293,"[2, 0, 0, 0]","[6, 0, 2, 2, 6, 4]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,3.0,4,3
2300,"[6, 3, 1, 1]","[6, 3, 3, 2, 9, 10]",Climate Science,Line Chart,composite views,Low Clarity,High Complexity,3.25,11,3
2327,"[3, 1, 0, 0]","[1, 0, 4, 0, 7, 6]",Energy,Line Chart,composite views,Low Clarity,High Complexity,2.75,4,3
