reason_id,image_id,rating,reason
90,1947,4,"adds complexity to the interpretation . The chart shows different panels for different scenarios . Despite the detailed context , the visual clarity makes the charts somewhat interpretable ."
91,1979,4,"The chart shows the main key takeaways ,"
92,2016,4,The chart lacks detailed labels that could help in the interpretation .
93,2049,4,"The graphs contain a lot of data points and trend lines that are presented clearly . Although the chart effectively conveys the main trends , the lack of detailed labels and annotations might make it harder to interpret the small specific finding without any additional context ."
94,2054,4,clear representations make it charts somewhat interpretable .
95,2061,4,many require more context for full understanding .
96,2071,4,"There is no legend present in the chart , making it difficult to understand what each color means . Each panel presents data using different symbols and colors to represent the different measurements . However , the complexity of the data can make it somewhat challenging to graph the main trends ."
97,2074,2,"multiple panels would have made it easier to read the chart , stacking charts with different labels for y - axis makes it difficult to read . Individual components of the chart are easy to read . A lot of information is encoded in the chart making it overwhelming to look at ."
98,2103,2,does not expalin the observed pattern .
99,2138,2,Use of different encoding techniques to represent data in the chart makes it difficult to understand what each point shows .
100,2141,3,"clutter in the chart is overwhelming . Shared axis show use the same scale and unit making it easy to read the chart . since color and spatial regions are used to encode an attribute , it is easy to read the chart even if a legend for color usage is not provided ."
101,2271,4,"However , this adds more complexity to the interpretation of the chart ."
102,2348,3,"caption describes what is shown in the chart which is not useful -- caption should add more information to the visualization instead of being an extension to the chart . Althought the chart looks cluttered , trend is clearly visible in the chart leading to an easily interpretable takeaway message . The chart uses inconsistent y - axis so the observed increase rate is not reliable ."
103,2354,4,The clutter in the chart is ovewhelming .
104,2356,4,The use of multiple panels makes it difficult to find a clear takeaway making it somewhat interpretable .
105,2357,4,The multiple components make the interpretation a little complex .
106,2213,4,the technical nature of the content might be overwhelming . The detailed context also might take time to interpret .
107,2220,4,line styles helps compare the categories . The bars at the end represents the ranges and helps interpretating the chart . The caption is needed to fully make an interpretation of the chart .
108,2223,4,"The visualization has 2 panels , which adds complexity ,"
109,2251,1,Restructuring the chart to highlight takeway message would make it easier to interpret . Trend is easy to read in the chart but multiple axes with different ticks makes the observed trend unreliable .
110,184,3,the different colored line do n't have a clear definition .
111,220,3,Complex representation of the CO2 injection scenarios
112,297,3,No legend is present to explain the non - linear lines
113,407,3,"the chart is blurry , Difficult to read the chart"
114,494,3,"Hard to interpret the multiple categories on the chart , detailed caption highlights what the chart shows"
115,754,3,overlapping lines adds more complexity
116,1011,3,multiple bars and no legend for the colors of the bars makes it somewhat confusing .
117,1143,3,"Overlapping data and no legend found in the graph , this makes it difficult to fully understand the main takeaway ."
118,1215,3,it takes time to understand . Visual elements make it somewhat confusing .
120,149,1,legend for colors used in the chart are not defined . Axes used in the chart are nod labeled . The chart is annotated but
121,152,1,Caption does not provide context necessary to understand the chart .
122,188,2,Caption does not provide anay context necessary to understand the chart .
124,236,2,Difficult   to interpret the representation of temperature projections .
126,413,2,Two different scales are used which becomes confusing to read .
127,442,2,"Chart is blurry , multiple panels makes it difficult to interpret"
128,604,2,hard to compare the categories
129,676,2,- There is no legend for the different colored lines .
130,758,2,symbols help but
131,846,2,use of different colors add more to the confusion .
132,898,2,"Although there is a legend in the chart , the multiple lines representing different regions is confusing . The dual y - axes add more to the complexity , making it harder to quickly analyze the chart ."
133,998,2,"horizontal dashes line , increase the complexity of the data as the reader has to interpret multiple aspects of the chart ."
134,1100,2,"The graph 's resolution is low , the graph is blurry . There is no legend present , explaining the different colors and"
135,1112,2,Multiple lines and different colors make it hard to interpret the main takeaway .
136,1153,2,The caption does not summarize the main trend of the graph and overlapping lines with the different data sets makes it hard to follow the trends .
137,1206,2,the overall presentation requires significant effort to comprehend the main takeaways .
138,1400,2,detailed context makes it somewhat confusing .
139,1510,2,details to focus on make it somewhat confusing .
140,1615,2,making the comparisons between the different factors makes it difficult to interpret .
141,1633,2,"it is too long it read , although it summarizes the main trend . I have to zoom in to see the dashed lines and the solid lines to make any interpretation ."
142,1659,2,careful interpretation to understand the difference between the models .
143,1748,2,Multiple panels make it hard analyze the full context of these graphs .
144,1750,2,"scenarios , which is informative but also adds to the overall complexity ."
145,1802,2,detailed context adds to the complexity .
146,1838,2,it can be hard to compare each panel and compare data . The complexity in the last panel makes it somewhat confusing .
147,1911,2,There are multiple components and details that need to be focused on which make it somewhat confusing . The legend does n't include what the solid and dashed lines mean . Confusing to find the main trend of the chart .
148,2050,2,The chart includes many panels which adds to the complexity and makes it harder to get an overall main takeaway of the date .
149,2105,2,d make it hard to interpret which makes it somewhat confusing .
150,2125,2,"However , just looking at the chart wo n't help in the interpretation . The bar on the right side is also hard to see and see the ranges ."
151,2254,2,it takes time to interpret the main findings .
152,2262,2,it is hard to find a main key takeaway without spending some time understanding what each line style / colors mean .
153,2276,2,The chart uses different scales to represent the different datasets which makes it somewhat confusing to interpret the data .
154,2300,2,the chart includes grey region that the lines go into which also makes it somewhat confusing .
155,2327,2,lines make it somewhat challenging to grasp the main trends .
156,2152,2,the details add more complexity .
157,2194,2,different symbols help in understanding the data but it is also difficult to see the error bars for ( a ) . The detailed information can be too much for some viewers .
158,2215,2,"The visualization includes 2 panels , the use of multiple components in each panels makes it somewhat challenging to quickly grasp the main trends ."
159,2252,2,"Each panel shows the data using different colors to represent different categories . However , there is no legend present explaining what each color means . Previous knowledge is needed to full understand , adding to the confusion ."
160,242,1,Difficult to interpret the main takeaway . There is no legend . The bars at the end of the orange envelope are blurry .
161,909,1,"multiple bars and categories make it confusing to understand what the main takeaways are . Although , the chart is labeled the layout is dense ."
162,950,1,"graph is blurry , low resolution . Multiple bar plots and"
163,1068,1,multiple data points and symbols make it difficult to interpret .
164,1087,1,the graph itself is very complex with multiple overlapping lines representing different time periods . The error bars also makes it more difficult to grasp the main takeaway .
165,1146,1,colors codes and error bars . The dense information make it difficult to quickly understand takeaway .
166,1177,1,the lines all over the graph makes it hard to understand the visualization .
167,1178,1,the graph has too many lines that overlap which makes it difficult to graph the main trends .
168,1192,1,complex data sources make it very confusing .
169,1205,1,the overall layout makes it very confusing to interpret the main takeaway .
170,1232,1,it is too long to read .
171,1246,1,Multiple categories and visual elements with various lines makes it confusing . This visualization requires a lot of effort to interpret the main takeaway .
172,1294,1,the compares multiple models which requires careful interpretation .
173,1326,1,"Too much information is provided in 1 graph . If possible , it would be helpful to see 4 different graphs to help understand the information better . The image is very blurry so it 's hard to read ."
174,1576,1,"The chart has 4 graphs with different information presented in each , making it difficult to interpret them easily . The multiple components make it difficult to find it 's distinctions between the time and"
175,1751,1,detailed context make it confusing to understand .
176,1821,1,"There are multiple panels in this visualization , it is hard to tell what each colors mean . Too much information to process so can not find a main clear takeaway ."
177,1946,1,it can be confusing to understand . Trying to get a main takeaway can be hard .
178,1953,1,understanding the data points and different variables can be overwhelming .
179,1963,1,"There are six scatter plots divided into two panels , showing different relationships between observed vs model values . This adds complexity to the chart , making it difficult to interpret the data . The chart also uses dashed lines which make it hard to understand what the main takeaway is ."
180,2007,1,Too many pixelated colors on each panel makes it very difficult to understand the main takeaway .
181,2008,1,"The chart contains a lot of information in one visualization , which can be overwhelming . The color scale also makes it difficult to quickly graph the importance of variations shown in the charts ."
182,2018,1,"The chart has too much information given , making it very difficult to compare categories . It also lacks detailed annotations that can help the reader understand the data more easily ."
183,2025,1,Too much information present in this visualization . Hard to compare the categories and the charts are blurry .
184,2052,1,it is hard to interpret anything
185,2060,1,This should not be in one visualization .
186,2064,1,this makes it overwhelming to find information about the graph .
187,2117,1,"The 3D plot uses greyscale background , whereas the 2D plot uses two different colors to show the timer series of decadal variability and decadal mean . It is somewhat difficult to interpret both the charts and find a main takeaway . The 3D plot has a lot of elements to it , which adds to the complexity to the interpretation ."
188,2163,1,Too much information is found in this visualization . It is difficult to understand the main takeaway .
189,2253,1,the detailed context it can be difficult to interpret the charts . It depends on the reader 's familiarity with the material .
190,2293,1,it is hard to understand anything .
191,2364,1,the use of multiple lines makes it very confusing to understand what the main key takeaway .
192,869,3,does not clearly state a takeaway message .
193,1214,4,The graph alone is sufficient to get an overall message . Use of color encoding along z - axis of the 3D chart aids in identification task . Use of multiple charts in a single panel requires remembering a lot of information while reading all the chart to get the over all message .
194,1225,1,does not help in understanding the overall take away message .
195,1465,4,describes the labels used in the graph .
196,1503,4,The takeaway message is clear after looking at both the chart and
197,1581,3,the overall takeaway message is clear from the chart . the use of intuitive color scale for temperature in the chart is helpful .
198,1917,3,Use of multiple panels in the graph is confusing . Use of shapes to encode categorical values in the graph is confusing . The chart does not containg legend for colors used .
199,2211,2,Chart organization is confusing .
0,82,4,not very readable .
1,139,4,The takeaway is not very clear .
2,148,4,"The trend is understandable ,"
3,196,5,The graph and
4,203,4,The graph is hard to extract information from .
5,290,4,"The graph is easy to understand ,"
7,2360,4,the graph should have a key explaining the solid and dotted line difference .
8,324,5,"The graph is easy to understand ,"
9,332,4,the labels on the graph could be differentiated more .
10,337,5,The graph and
11,339,4,Hard to interpret what the symbols are representing on y - axis .
12,436,4,the graph should have a key .
16,610,4,The caption does n't explain the trend present in the graph .
17,650,5,Pattern of trend in chart is easy to understand .
18,660,4,The graph is a little hard to read .
20,765,2,Chart does not include legend for encodings .
22,859,4,The axes title are descriptive in the chartwhich helps in understanding the pattern and overall takeaway message .
23,882,3,"Caption summarizes the message shown in the chart however , domain knowledge is required to get a clear takeaway message . Chart is easy to read and"
25,937,4,the x - y labels and
30,1277,4,the labels are not visible .
35,1711,4,the graph labels are small .
41,1818,5,the trend is clear .
43,1945,4,trend .
48,2218,4,the graph labels are unclear .
49,112,2,Difficult to understand the trends
50,126,3,"The graphs are easy to understand ,"
51,304,3,the labels are hard to read on the graph .
53,330,5,The graphs are easy to understand .
54,380,3,The graph labels are hard to read .
55,433,5,The graph and
59,547,4,The graph is somewhat hard to understand .
60,614,3,the graph is very wordy and
62,643,3,The graph is hard to understand .
64,736,4,the graphs a little unclear and
68,1006,2,the graph is very hard to read and tell the difference between the many labels .
69,1044,5,the colors are clear on the graph .
70,1301,4,some labels are small .
72,1428,4,the graph labels are a little small and
77,1697,4,some of the labels are blurry on the graph .
79,1718,3,the different year labels .
81,1755,5,the graph should have a title .
84,1790,4,"the graph labels and ranges are very small , so it is hard to tell what value they correlate to ."
88,1915,4,the bottom graph should include axis labels .
89,1925,4,the graph should include a key to explain the different lines .
92,2016,4,trend . The graph is pretty good .
93,2049,4,the graph data does n't have a key for the symbols .
95,2061,4,the graph is pretty understandable .
96,2071,4,the graph should have a key for the colors .
97,2074,3,"multiple panels would have made it easier to read the chart , stacking charts with different labels for y - axis makes it difficult to read . Individual components of the chart are easy to read . A lot of information is encoded in the chart making it overwhelming to look at ."
98,2103,1,does not expalin the observed pattern .
99,2138,2,Use of different encoding techniques to represent data in the chart makes it difficult to understand what each point shows .
100,2141,4,"clutter in the chart is overwhelming . Shared axis show use the same scale and unit making it easy to read the chart . since color and spatial regions are used to encode an attribute , it is easy to read the chart even if a legend for color usage is not provided ."
101,2271,5,graphs are interpretable .
102,2348,2,"caption describes what is shown in the chart which is not useful -- caption should add more information to the visualization instead of being an extension to the chart . Althought the chart looks cluttered , trend is clearly visible in the chart leading to an easily interpretable takeaway message . The chart uses inconsistent y - axis so the observed increase rate is not reliable ."
103,2354,4,The clutter in the chart is ovewhelming .
104,2356,4,the graph should have a key .
106,2213,5,"the trend is present in the graph well ,"
107,2220,3,"the graph formatting is a little confusing ,"
108,2223,4,the graph needs a key .
109,2251,1,Restructuring the chart to highlight takeway message would make it easier to interpret . Trend is easy to read in the chart but multiple axes with different ticks makes the observed trend unreliable .
111,220,4,does n't explain the trend present in the graphs .
112,297,5,The graph is easy to understand .
113,407,3,the graph labels are hard to read .
114,494,2,the graph is very hard to read .
115,754,5,The graphs and
117,1143,2,the graph hard to read with the label intersections
120,149,2,legend for colors used in the chart are not defined . Axes used in the chart are nod labeled . The chart is annotated but
121,152,1,Caption does not provide context necessary to understand the chart .
122,188,3,Caption does not provide anay context necessary to understand the chart .
123,213,2,the graph is hard to read .
124,236,2,The graph is very hard to read with all the tiny symbols .
125,292,4,"The graphs are understandable ,"
126,413,1,the graph is hard to read with all the different lines .
127,442,2,The graph is very hard to read .
128,604,3,the graph labels are hard to read .
129,676,2,The graph is very hard to read .
130,758,2,whisker plot .
134,1100,2,the graph labels are hard to read .
135,1112,1,the graph is very hard to read with the many unlabeled intersecting lines .
136,1153,4,the graph is a little hard to read but
138,1400,1,the graph lines are very hard to understand . The differences in representation is very small that it is hard to tell .
140,1615,4,in the first graph the black and red are hard to read .
141,1633,4,the graphs are a little small .
142,1659,1,labels on the graph are hard to read .
143,1748,4,the labels can be bigger .
145,1802,4,the graph format should be different .
147,1911,4,format the data differently visually .
148,2050,4,the graph should have a key for each data point .
151,2254,4,a few labels on the graph are blurry .
152,2262,4,the lines overlap a lot .
153,2276,4,the graphs should be separated    instead of placed together on the same axis .
155,2327,4,"For the bottom graph , some of the graph lines are hard to read ,"
156,2152,5,display the trend well .
158,2215,4,the graph formatting could be better .
159,2252,3,the graph labels are not readable at all .
160,242,3,"The graph is hard to read ,"
161,909,4,"The graph is well made ,"
162,950,1,"the graphs are very hard to read , especially the smaller ones ."
163,1068,1,the graph is very hard to read with the many labels intersecting each other . Even the graph key is hard to read .
164,1087,4,its a little hard to to tell the numbers corresponding to the labels .
165,1146,4,the graphs could be bigger .
166,1177,1,"the graph arrangement is hard to read ,"
167,1178,2,green intersect a lot .
169,1205,2,the graph is very hard to read with the lines intersecting that much .
170,1232,1,"the graphs are very hard to read with the intersecting labels , especially the bottom two ."
171,1246,1,the graph structure is very hard to understand .
172,1294,1,the graph is very hard to read with all the different symbols and lines close together .
173,1326,1,the graphs are completely unreadable . None of the labels and points can be seen clearly .
174,1576,1,the graphs are unreadable with all the symbols and colors intersecting .
175,1751,4,the graph points / lines are hard to differentiate .
176,1821,2,clustered .
177,1946,4,the graph lines are very clustered and
178,1953,4,the graph points are hard to read .
179,1963,4,the graph should also have a key for the different lines .
181,2008,4,"The data on the graph is overlaps a lot , so it is a little hard to read ,"
182,2018,2,"the labels are very small , so it 's hard to read ."
183,2025,1,"overlaps a lot , so it very hard to tell what each symbol correlates to ."
184,2052,1,the entire graph is very hard to read .
186,2064,3,the graph is formatted in a confusing way .
188,2163,2,it should show what the blue line means in the graph .
189,2253,4,"the graph lines are hard to differentiate , it should use color differences instead of dotted ."
190,2293,1,"are very clustered , so it 's unreadable ."
191,2364,2,"graph lines are very small on the graph , so it is hard to read ."
192,869,3,does not clearly state a takeaway message .
193,1214,4,The graph alone is sufficient to get an overall message . Use of color encoding along z - axis of the 3D chart aids in identification task . Use of multiple charts in a single panel requires remembering a lot of information while reading all the chart to get the over all message .
194,1225,1,does not help in understanding the overall take away message .
195,1465,4,describes the labels used in the graph .
196,1503,4,The takeaway message is clear after looking at both the chart and
197,1581,3,the overall takeaway message is clear from the chart . the use of intuitive color scale for temperature in the chart is helpful .
198,1917,2,Use of multiple panels in the graph is confusing . Use of shapes to encode categorical values in the graph is confusing . The chart does not containg legend for colors used .
199,2211,2,Chart organization is confusing .
0,82,5,the visualization are very clear
2,148,3,It is too lengthy
3,196,4,the caption information is also important to understand the chart .
4,203,2,"the chart is confusing as well ,"
8,324,4,could be better
10,337,2,the chart looks cluttered
13,497,5,Precise
16,610,4,There should be a color legend
39,1779,5,It could be improved
49,112,4,as there are many indicators and information in the visualization .
50,126,4,The chart is quite straight forward but
51,304,2,"The chart is quite interpretable ,"
56,447,1,which makes the chart hard to interpret .
60,614,3,there are too many texts in the chart .
61,639,4,can be improved
62,643,4,too much information
65,828,4,Seems a bit cluttered
70,1301,3,Too many information make the charts cluttered
74,1499,3,For some bars the corresponding gas name are missing I guess
78,1715,5,Precise
83,1777,3,"( a ) , ( b ) indications in the charts are missing"
84,1790,2,Could not find : green ; 16 CMIP5 models and blue ; 14 CMIP5 models
93,2049,4,Have not talked about different shapes for the mark
97,2074,2,New color is added without any indication of what it presents
105,2357,2,seems a bit confusing
107,2220,4,Color legend inside the vis would be helpful
110,184,2,No separate information regarding chart no : C is provided .
111,220,3,also there can be a common legend in the chart .
112,297,5,precise
118,1215,2,seems a bit cluttered to me
120,149,5,The chart and
121,152,3,"The visualization is cluttered ,"
122,188,5,Charts and
123,213,1,The chart seems very confusing . It does not have proper y - axis legend
124,236,2,the charts are cluttered but
126,413,4,the chart is a bit cluttered
127,442,2,explanation / context / legend is not given
128,604,3,Chart is a bit cluttered and
129,676,3,"chart is cluttered ,"
130,758,3,The chart seems cluttered to me and
135,1112,1,Cluttered without propoer legend
143,1748,4,( a ) chart seems cluttered
158,2215,2,The 1st visualization seems confusing
160,242,1,bars over to each other
162,950,2,Seems cluttered to me
169,1205,3,A bit cluttered
170,1232,2,The pattern is visible but
173,1326,1,The visualization seems hard to interpret
174,1576,2,The charts seem a bit cluttered with large captions
175,1751,4,Charts are a bit cluttered .
177,1946,2,"The overall trend is easily noticeable ,"
186,2064,1,hard to interpret
187,2117,3,axis indices of the 3D visualization is a bit confused
188,2163,3,"Visualization seems a bit cluttered ,"
192,869,2,"the charts can be improved , proper axis labels seems missing which make it confused to interpret"
194,1225,4,b should be indicated in the charts
198,1917,4,The visualization is a bit cluttered
0,82,4,Easy to compare categories
2,148,4,Easy to compare categories
5,290,3,Difficult to read labels in chart
6,2289,5,The chart is more explainable
13,497,5,Easy to compare categories
14,502,4,Easy to compare categories
20,765,4,Easy to compare the categories
31,1285,4,Point of start is unclear for green line
36,1712,3,good in comparison
38,1761,5,Chart is more understandable than caption
40,1803,5,chart go together
43,1945,5,Chart is easy to interpret without caption
44,2062,4,The caption is useful to explain more about the chart ( augment )
45,2065,5,Easy to compare the categories
46,2124,5,Chart itself is enough caption not required
47,2129,3,very less context is provided for the charts
48,2218,1,it is confusing in the chart
50,126,4,Easy to compare categories
51,304,3,Difficult to read labels
52,317,4,Easy to compare categories
53,330,4,Easy to compare categories
56,447,3,The labels are not clear and not represented in caption
57,491,5,Easy to compare categories
59,547,3,Difficult to read labels
63,658,4,less caption is given
65,828,3,No proper labeling is stated in chart and
66,839,4,Fluctuations are not mentioned
68,1006,2,labels are not clear
73,1453,4,chart
75,1519,5,"The start point of flux transport simulations is not clear ,"
76,1626,2,The labels are not mentioned in the chart
77,1697,2,labels are not clearly mentioned for the first chart
78,1715,5,Easy to compare categories
79,1718,2,2050 year is colored in blue which is previous report
81,1755,5,"Chart itself is easy to understand ,"
83,1777,2,The charts in the right does not clearly interpret
84,1790,5,Caption is required to understand chart in this case
86,1874,5,chart help to interpret
87,1894,2,The label in x - axis is confusing to understand there are 4 groups but only 3 wordings / labels
88,1915,5,Chart is self explainable
93,2049,4,"There is a small triangle in the depth chart ,"
95,2061,5,The chart is self explanatory
97,2074,2,The chart is confusing because the series in x - axis are not consistent
98,2103,2,The temperature is described in different in way in both the sides
102,2348,5,Caption is enough to summarize chart
104,2356,5,Easy to compare categories
110,184,5,Easy to compare categories
113,407,5,Easy to compare categories
114,494,4,Easy to compare categories
115,754,5,Some inconsistency in graphs not represented in caption
120,149,2,Visualization is little confusing to understand
121,152,1,The right chart is unclear with a sudden starting points
122,188,4,Difficult to interpret labels
123,213,3,The y - axis scale is confusing
124,236,3,Difficult to read labels
127,442,3,Difficult to read labels
128,604,4,Easy to compare categories
130,758,3,Labels are not clear
133,998,4,The reference lines along y - axis is little confusing
134,1100,4,Easy to compare categories
135,1112,4,labels are not clear
137,1206,4,Easy to compare categories
138,1400,3,Difficult to interpret labels used in chart
139,1510,5,Easy to interpret charts without caption requirement
140,1615,5,"Chart itself is easy to interpret ,"
141,1633,5,Easy to understand chart without caption .
143,1748,1,"The year are not consistent between the left top ( a ) and bottom charts ( b , c ) , which in overview inferring same years ."
144,1750,4,making less interpretable
145,1802,2,Even after close look in chart and
146,1838,4,chart are required for understanding the context
147,1911,4,Takes some time to understand there are different countries
149,2105,2,The bell curves are drawn in different time range which is difficult to compare or understand
151,2254,2,"The chart represented in different colors ,"
153,2276,4,It is better to have separate lines in between different categories to increase interpretability in my opinion
156,2152,4,The bottom chart is little less interpretable
157,2194,1,The x - axis label is very confusing unable to determine the ticks with years
158,2215,4,chart both are required to interpret
159,2252,4,The labels are not clearly visible
162,950,3,Difficult to read labels in chart
163,1068,1,Many labels confusing
168,1192,4,Easy to compare the lines
171,1246,5,easy to compare categories
172,1294,4,Easy to compare categories
173,1326,4,Difficult to read labels
175,1751,2,The labels are not clearly mentioned in charts
176,1821,5,The chart is self explanatory
178,1953,4,somewhat interpretable
179,1963,5,chart are useful to interpret
180,2007,2,"The range in the color scale are different ,"
182,2018,4,"The chart is good to interpret the trends ,"
183,2025,4,The chart seems to be cluttered little bit
184,2052,2,labels are not clear
185,2060,3,So much information and
186,2064,4,chart are useful
187,2117,5,charts go well together
188,2163,3,"Too many labels ,"
190,2293,2,"The visualization is cluttered ,"
191,2364,4,Easy to compare categories
193,1214,3,Inconsistent scale use ( year )
194,1225,4,difficult to read labels
196,1503,5,The chart is easy to interpret / understand
197,1581,4,Easy to compare between different oceans
198,1917,3,"The years are not consistent across the charts , initially inferring all are in same scale"
199,2211,4,It is better to rotate the chart by 90 degrees to have more interpretability
