reason_id,image_id,rating,reason,feature,sentiment
322,758,2,Multiple elements makes it confusing and also the clarity of the second graph is not clear even after zooming in. The color coding and symbols help but the complexity of the data require effort to interpret.,Aesthetics-Clarity-Comparison,negative
328,898,2,"Although there is a legend in the chart, the multiple lines representing different regions is confusing. The dual y-axes add more to the complexity, making it harder to quickly analyze the chart. ",Labels-Titles-Legend-Scale,negative
331,998,2,"Multiple data points the vertical horizontal dashes line, increase the complexity of the data as the reader has to interpret multiple aspects of the chart",Visual Density / Clutter,negative
337,1112,2,Multiple lines different colors make it hard to interpret the main takeaway,Aesthetics-Clarity-Comparison,negative
340,1153,2,overlapping lines with the different data sets makes it hard to follow the trends,Visual Density / Clutter,negative
346,1400,2,The chart includes comparisons between pink blue countries across different time periods The comparison between the different scenarios takes careful interpretation to understand the main takeaways Multiple elements makes it somewhat confusing,Aesthetics-Clarity-Comparison,negative
349,1510,2,"The visualization includes multiple categories such as causes, consequences, costs separated into 3 sections for developing, developed, global totals Each section includes graphs for sub-categories for dryland loss, wetland loss, etc While the visualization effectively conveys the potential impacts, the multiple elements details to focus on make it somewhat confusing",Visual Density / Clutter,negative
352,1615,2,"The chart has 1 main panel with 4 additional panels This adds complexity contributions which is informative But, making the comparisons between the different factors makes it difficult to interpret",Chart Type & Layout Choice,negative
355,1633,2,"The visualization has multiple panels, making it difficult to focus on one panel The different changes are shown each panel uses different colors since there are too many of the little panels, it becomes hard to make any observations , although it summarizes the main trend I have to zoom in to see the dashed lines the solid lines to make any interpretation",Visual Density / Clutter,negative
358,1659,2,"The visualization includes 4 panels showing different precipitations for different countries The use of multiple panels adds to the complexity The chart shows different ratios for each panel, it takes time careful interpretation to understand the difference between the models",Chart Type & Layout Choice,negative
364,1750,2,"This visualization includes multiple 3D bar graphs with the use of multiple components adds complexity scenarios, which is informative also adds to the overall complexity",Chart Type & Layout Choice,negative
368,1802,4,the graph format should be different,Chart Type & Layout Choice,negative
370,1838,2,it can be hard to compare each panel compare data The complexity in the last panel makes it somewhat confusing,Aesthetics-Clarity-Comparison,negative
373,1911,2,There are multiple components details that need to be focused on which make it somewhat confusing The legend doesn't include what the solid dashed lines mean Confusing to find the main trend of the chart,Labels-Titles-Legend-Scale,negative
376,2050,2,"Different colors symbols are used for different purposes, it can be confusing to understand what they mean The chart includes many panels which adds to the complexity makes it harder to get an overall main takeaway of the date",Labels-Titles-Legend-Scale,negative
379,2105,2,"The chart shows a comparison between the historical observations, present simulations, future climate projects however, the multiple components, the lines on b,c,and d make it hard to interpret which makes it somewhat confusing",Visual Density / Clutter,negative
382,2125,2,"The charts use different colors lines to show the historical project changes The clear axes legends somewhat help in understanding However, just looking at the chart won't help in the interpretation The bar on the right side is also hard to see see the ranges",Aesthetics-Clarity-Comparison,negative
385,2254,2,The chart has labels that are hard to read. There is no legend present in the chart.,Labels-Titles-Legend-Scale,negative
388,2262,2,it is hard to find a main key takeaway without spending some time understanding what each line style/colors mean,Labels-Titles-Legend-Scale,negative
394,2300,2,"The 3 panels show different results, it hard to compare them Furthermore, the chart includes grey region that the lines go into which also makes it somewhat confusing",Aesthetics-Clarity-Comparison,negative
397,2327,2,"Each panel uses different colored lines symbols to represent different models However, the use of multiple colors lines make it somewhat challenging to grasp the main trends",Visual Density / Clutter,negative
405,2194,1,The x-axis label is very confusing unable to determine the ticks with years,Labels-Titles-Legend-Scale,negative
406,2215,2,"The visualization includes 2 panels, the use of multiple components in each panels makes it somewhat challenging to quickly grasp the main trends",Visual Density / Clutter,negative
409,242,1,Difficult to interpret the main takeaway There is no legend The bars at the end of the orange envelope are blurry,Labels-Titles-Legend-Scale,negative
415,950,1,"Too many graphs, graph is blurry, low resolution Multiple bar plots scenarios add to the complexity",Visual Density / Clutter,negative
418,1068,1,"Too much information is provided in the chart, even though there is a legend, multiple data points symbols make it difficult to interpret",Visual Density / Clutter,negative
421,1087,1,The graph itself is very complex with multiple overlapping lines representing different time periods. The error bars also makes it more difficult to grasp the main takeaway,Visual Density / Clutter,negative
427,1177,1,The graph includes multiple lines representing the different region the scale bar the lines all over the graph makes it hard to understand the visualization,Visual Density / Clutter,negative
430,1178,1,the graph has too many lines that overlap which makes it difficult to graph the main trends,Visual Density / Clutter,negative
433,1192,1,the graph includes multiple lines and double axes and complex data sources make it very confusing,Labels-Titles-Legend-Scale,negative
436,1205,1,"The chart includes multiple overlapping lines representing different regions uses both double x-axis y-axis scales, adding to the complexity The 4 charts make it hard to understanding the main trends data sources, the overall layout makes it very confusing to interpret the main takeaway",Visual Density / Clutter,negative
439,1232,1,"There are 4 different panels with different scenarios models, which adds complexity. Each panel contains multiple lines representing different models further makes it complex",Visual Density / Clutter,negative
442,1246,1,Multiple categories visual elements with various lines makes it confusing This visualization requires a lot of effort to interpret the main takeaway,Visual Density / Clutter,negative
448,1326,1,"Too much information is provided in 1 graph If possible, it would be helpful to see 4 different graphs to help understand the information better The image is very blurry so it's hard to read",Visual Density / Clutter,negative
451,1576,1,"I cannot see the symbols as it is overlapped are also cluttered The chart has 4 graphs with different information presented in each, making it difficult to interpret them easily The multiple components make it difficult to find it's distinctions between the time reconstructions",Visual Density / Clutter,negative
454,1751,1,There are different colored triangles shown in one of the graphs is confusing Making a comparison between the two graphs is confusing Multiple elements,Visual Density / Clutter,negative
457,1821,1,"There are multiple panels in this visualization, it is hard to tell what each colors mean Too much information to process so cannot find a main clear takeaway",Aesthetics-Clarity-Comparison,negative
460,1946,1,"There are multiple lines that overlap, there are variations of lines (dashed, dotted, straight) which is difficult to see  Trying to get a main takeaway can be hard",Visual Density / Clutter,negative
463,1953,1,The various data points for different models the alternate observational datasets adds to the complexity of chart,Visual Density / Clutter,negative
466,1963,1,"There are six scatter plots divided into two panels, showing different relationships between observed vs model values This adds complexity to the chart, making it difficult to interpret the data The chart also uses dashed lines which make it hard to understand what the main takeaway is",Visual Density / Clutter,negative
469,2007,1,Too many pixelated colors on each panel makes it very difficult to understand the main takeaway It is also somewhat blurry,Aesthetics-Clarity-Comparison,negative
472,2008,1,"The chart contains a lot of information in one visualization, which can be overwhelming The color scale also makes it difficult to quickly graph the importance of variations shown in the charts",Visual Density / Clutter,negative
475,2052,1,"The chart is very blurry, it is hard to interpret anything",Aesthetics-Clarity-Comparison,negative
478,2074,2,"multiple panels would have made it easier to read the chart, stacking charts with different labels for y-axis makes it difficult to read Individual components of the chart are easy to read A lot of information is encoded in the chart making it overwhelming to look at",Aesthetics-Clarity-Comparison,negative
481,2103,2,chart shows different attributes in a shared y-axis Chart would be easire to read if it was divided into multiple panels Legend required to understand chart components in not available in the chart Use of dual axis makes it more confusing to read the charts does not give a clear idea of the intent,Aesthetics-Clarity-Comparison,negative
484,2138,2,Use of different encoding techniques to represent data in the chart makes it difficult to understand what each point shows,Labels-Titles-Legend-Scale,negative
490,2348,3,"Althought the chart looks cluttered, trend is clearly visible in the chart leading to an easily interpretable takeaway message The chart uses inconsistent y-axis so the observed increase rate is not reliable",Visual Density / Clutter,negative
493,2354,4,The clutter in the chart is ovewhelming,Visual Density / Clutter,negative
496,2251,1,Restructuring the chart to highlight takeway message would make it easier to interpret Trend is easy to read in the chart multiple axes with different ticks makes the observed trend unreliable,Trend / Pattern Depiction,negative
501,149,2,The slanted lines clustering of points make it hard to follow trends or get clear takeaway,Trend / Pattern Depiction,negative
502,152,1,chart is exteremely cluttered lack proper labels Goal of the visualization is unclear,Visual Density / Clutter,negative
507,188,2,"There are many labels mentioned in the chart, also shown inside the visualization, it is confusing because the are no proper starting line or only a single point ",Labels-Titles-Legend-Scale,negative
517,765,2,Chart does not include legend for encodings,Labels-Titles-Legend-Scale,negative
526,547,3,Chart does not have legend of the colors used,Labels-Titles-Legend-Scale,negative
529,292,2,Patterns in the chart are prominent a takeaway message is unclear Chart does not have axes labels,Labels-Titles-Legend-Scale,negative
535,442,2,Marks in the chart overlap causing visual clutter Abberviations used in the chart are unclear Multiple plots are placed close to each other in the chart legend for multiple symbols used in the chart are not given,Visual Density / Clutter,negative
538,2018,4,the chart has difficult to see axes labels trend show easy takeaway Chart does not have legend for colors used Multiple graphs used relation between them is not clear,Labels-Titles-Legend-Scale,negative
541,2025,2,multiple graphs in one view are difficult to read Visual clutter makes it difficult to read the chart The visualization is complex difficult to understand,Visual Density / Clutter,negative
547,2064,2,The chart is cluttered or summarize the trend,Visual Density / Clutter,negative
550,2117,3,Use of 3D visualization in the chart makes it difficult to extract values in the z-axis The chart gives an idea of the key takeaway message,Chart Type & Layout Choice,negative
556,2253,4,Chart uses different shapes to encode categorical information which is difficult to read The goal of the visualization is clear using both,Aesthetics-Clarity-Comparison,negative
562,2364,2,Use of abberviations in the chart makes it difficult to understand Lack of domain knowledge makes it difficult to understand the goal of the visualization,Labels-Titles-Legend-Scale,negative
571,1225,1,The labels in the graph have low resolution which makes it difficult to understand the pattern visible in the graph,Labels-Titles-Legend-Scale,negative
574,1465,4,Simple representation of the graph makes it easy to perform low level information extraction The graph does not label the color legend used making it difficult to get a clear takeaway message,Labels-Titles-Legend-Scale,negative
583,1917,2,Use of multiple panels in the graph is confusing Use of shapes to encode categorical values in the graph is confusing The chart does not containg legend for colors used,Labels-Titles-Legend-Scale,negative
586,2211,2,Chart organization is confusing,Chart Type & Layout Choice,negative
596,1949,2,Annotations used in the chart are not understandable. Patterns visible in the chart are prominent and easy to read but the message shown by those patterns are unclear. Multiple charts used in the visualization are easy to comprehend because they are related.,Aesthetics-Clarity-Comparison,negative
598,1749,4,Chart is cluttered. chart has clear description of components used. color used in one of the subplots is not clearly visible.,Visual Density / Clutter,negative
623,337,2,chart looks cluttered,Visual Density / Clutter,negative
