reason_id,image_id,rating,reason,usefulness,feature,caption
330,898,1,No clear trend explained in the caption,not_useful,Observed Pattern Not Explained,"Figure 11.3: Time series of the cumulative climatic mass balance (units: kg/m2) in five arctic regions and for the 
Pan-Arctic from the World Glacier Monitoring Service (WGMS;210 Wolken et al.;211 solid lines, left y-axis), plus Alaskan 
glacial mass loss observed from NASA GRACE113 (dashed blue line, right y-axis). (Figure source: Harig and Simons 
2016113 and Wolken et al. 2016;211 (c) American Meteorological Society, used with permission.)"
340,1153,2,The caption does not summarize the main trend of the graph,not_useful,Insufficient or Unclear Description,"Figure 3.12. Time series for 1900 to 2005 of annual global land precipitation 
anomalies (mm) from GHCN with respect to the 1981 to 2000 base period. The 
smooth curves show decadal variations (see Appendix 3.A) for the GHCN (Peterson 
and Vose, 1997), PREC/L (Chen et al., 2002), GPCP (Adler et al., 2003), GPCC (Rudolf 
et al., 1994) and CRU (Mitchell and Jones, 2005) data sets."
343,1206,2,"despite the detailed caption, the overall presentation requires significant effort to comprehend the main takeaways",not_useful,Missing or Unclear Takeaway Message,"Figure 2.11 | Lifecycle GHG emissions of biopower technologies per unit of electricity generation, including supply chain emissions (land use-related net changes in carbon stocks 
and land management impacts are excluded). Co-fi ring is shown for the biomass portion only (without GHG emissions and electricity output associated with coal). Included in the 
avoided GHG emissions category are only estimates in which the use of the feedstock itself (e.g. residues and wastes) leads to avoided emissions, for example, in the form of avoided 
methane emissions from landfi lls (most common in the literature).1 Estimates that include avoided emissions from the production of co-products are not included in the avoided 
GHG emissions category. Individual data points were used instead of box plots for estimates with avoided emissions because of high variability. Red diamonds indicate that a carbon 
mitigation technology (CCS or carbonate formation by absorption) was considered. Along the bottom of the fi gure and aligned with each column are the number of estimates and the 
number of references (CCS estimates in parentheses) producing the distributions."
346,1400,2,detailed context makes it somewhat confusing,not_useful,Detailed and Informative,"Figure 2.19: An equity index to compare per capita final energy use (GJ/capita) between the Annex I (pink) and non-Annex I
(blue) countries for all post-SRES (550ppmv stabilization) and SRES (baseline) variants from 1990 to 2100. Climate policy has
a much smaller impact on equity in energy use than does choice of development path. This can be seen by comparing the change
in energy use within each of the four worlds (i.e., between the baseline and the 550ppmv stabilization for each world) with the
change among the worlds (i.e., across the baselines or across the 550ppmv stabilization)."
349,1510,2,The caption provides little information about the main takeaway,not_useful,"""Missing or Unclear Takeaway Message""","Figure 6.10. Causes, selected consequences (dryland and wetland loss, people displaced) and the total costs of an assumed sea-level rise, for
developing and developed countries, and as a global total. (based on Tol, 2007)."
355,1633,2,"The caption is very detailed about the visualization, it is too long it read",not_useful,"""Detailed but Overloaded with Information""","Figure 1.10 | Comparison of observed and simulated change in continental surface temperatures on land (yellow panels), Arctic and Antarctic September sea ice extent (white 
panels), and upper ocean heat content in the major ocean basins (blue panels). Global average changes are also given. Anomalies are given relative to 1880-1919 for surface 
temperatures, to 1960-1980 for ocean heat content, and to 1979-1999 for sea ice. All time series are decadal averages, plotted at the centre of the decade. For temperature panels, 
observations are dashed lines if the spatial coverage of areas being examined is below 50%. For ocean heat content and sea ice panels, the solid lines are where the coverage of 
data is good and higher in quality, and the dashed lines are where the data coverage is only adequate, and, thus, uncertainty is larger (note that different lines indicate different 
data sets; for details, see WGI Figure SPM.6). Model results shown are Coupled Model Intercomparison Project Phase 5 (CMIP5) multi-model ensemble ranges, with shaded bands 
indicating the 5 to 95% confidence intervals. {WGI Figure SPM 6; for detail, see WGI Figure TS.12}"
360,1659,2,Caption does not mention any key trend,not_useful,Insufficient or Unclear Description,"Figure 11.7. Changes (ratio 2071-2100 / 1961-1990 for the A2 scenario) in domain-mean precipitation diagnostics in the PRUDENCE simulations in southern Scandinavia 
(5degE-20degE, 55degN-62degN) and central Europe (5degE-15degE, 48degN-54degN) in winter (top) and in summer (bottom). fre = wet-day frequency; mea = mean seasonal precipitation; 
int = mean wet-day precipitation; q90 = 90th percentile of wet-day precipitation; x1d.5 and x1d.50 = 5- and 50-year return values of one-day precipitation; x5d.5 and x5d.50 = 
5- and 50-year return values of fi ve-day precipitation. For each of the eight models, the vertical bar gives the 95% confi dence interval associated with sampling uncertainty (re-
drawn from Frei et al., 2006). Models are the Hadley Centre Atmospheric Model (HadAM3H), the Climate High Resolution Model (CHRM), the climate version of the 'Lokalmodell' 
(CLM), the Hadley Centre Regional Model (HadRM3H and HadRM3P), the combination of the High-Resolution Limited Area Model (HIRLAM) and the European Centre Hamburg 
(ECHAM4) GCM (HIRHAM), the regional climate model REMO, and the Rossby Centre regional Atmosphere-Ocean model (RCAO)."
369,1802,2,Even after close look in chart and caption it is not clear.,not_useful,Insufficient or Unclear Description,"Figure 8.16. Scatter plot of simulated springtime Das/DTs values in climate 
change (ordinate) vs simulated springtime Das/DTs values in the seasonal cycle 
(abscissa) in transient climate change experiments with 17 AOGCMs used in this 
report (Das and Ts are surface albedo and surface air temperature, respectively). The 
climate change Das/DTs values are the reduction in springtime surface albedo aver-
aged over Northern Hemisphere continents between the 20th and 22nd centuries 
divided by the increase in surface air temperature in the region over the same time 
period. Seasonal cycle Das/DTs values are the difference between 20th-century 
mean April and May as averaged over Northern Hemisphere continents divided by 
the difference between April and May Ts averaged over the same area and time 
period. A least-squares fi t regression line for the simulations (solid line) and the ob-
served seasonal cycle Das/DTs value based on ISCCP and ERA40 reanalysis (dashed 
vertical line) are also shown. The grey bar gives an estimate of statistical error, 
according to a standard formula for error in the estimate of the mean of a time series 
(in this case the observed time series of Das/DTs) given the time series' length and 
variance. If this statistical error only is taken into account, the probability that the 
actual observed value lies outside the grey bar is 5%. Each number corresponds to a 
particular AOGCM (see Table 8.1). Adapted from Hall and Qu (2006)."
376,2050,2,The caption doesn't summarize the main trend,not_useful,"""Observed Pattern Not Explained""","Figure 2.4: Atmospheric concentrations of CO2 (top), CH4 (middle), and N2O (bottom) over the last 800,000 years (left 
panels) and for 1750-2015 (right panels). Measurements are shown from ice cores (symbols with different colors for 
different studies) and for direct atmospheric measurements (red lines). (Adapted from IPCC 2007,88 Figure SPM.1, 
(c) IPCC, used with permission; data are from https://www.epa.gov/climate-indicators/climate-change-indicators-atmo-
spheric-concentrations-greenhouse-gases). "
382,2125,2,The caption is complex takes time to interpret,not_useful,Insufficient or Unclear Description,"Figure 9.13: Simple model results. (a) Estimated historical anthro-
pogenic radiative forcing followed by radiative forcing for the four
illustrative SRES marker scenarios and for two additional scenarios
from the A1 family illustrating different energy technology options.
The blue shading shows the envelope of forcing that encompasses the
full set of thirty-five SRES scenarios. The method of calculation
closely follows Chapter 6 except where explained in the text. The
values are based on the radiative forcing for a doubling of CO2 from
seven AOGCMs as given in Appendix 9.1, Table 9.A1. The IS92a,
IS92c and IS92e forcing is also shown following the same method of
calculation. (b) Historical anthropogenic global mean temperature
change and future changes for the six illustrative SRES scenarios using
a simple climate model tuned to seven AOGCMs. Also for comparison,
following the same method, results are shown for IS92a. The dark blue
shading represents the envelope of the full set of thirty-five SRES
scenarios using the simple model ensemble mean results. The light
blue envelope is based on the GFDL_R15_a and DOE PCM parameter
settings. The bars show the range of simple model results in 2100 for
the seven AOGCM model tunings."
385,2254,2,The caption is too long and  it takes time to interpret the main findings.,not_useful,"""Missing or Unclear Takeaway Message""","Figure 9.5. Comparison between global mean surface temperature anomalies (degC) 
from observations (black) and AOGCM simulations forced with (a) both anthropogenic 
and natural forcings and (b) natural forcings only. All data are shown as global 
mean temperature anomalies relative to the period 1901 to 1950, as observed 
(black, Hadley Centre/Climatic Research Unit gridded surface temperature data 
set (HadCRUT3); Brohan et al., 2006) and, in (a) as obtained from 58 simulations 
produced by 14 models with both anthropogenic and natural forcings. The multi-
model ensemble mean is shown as a thick red curve and individual simulations are 
shown as thin yellow curves. Vertical grey lines indicate the timing of major volcanic 
events. Those simulations that ended before 2005 were extended to 2005 by using 
the fi rst few years of the IPCC Special Report on Emission Scenarios (SRES) A1B 
scenario simulations that continued from the respective 20th-century simulations, 
where available. The simulated global mean temperature anomalies in (b) are from 
19 simulations produced by fi ve models with natural forcings only. The multi-model 
ensemble mean is shown as a thick blue curve and individual simulations are shown 
as thin blue curves. Simulations are selected that do not exhibit excessive drift in 
their control simulations (no more than 0.2degC per century). Each simulation was 
sampled so that coverage corresponds to that of the observations. Further details of 
the models included and the methodology for producing this fi gure are given in the 
Supplementary Material, Appendix 9.C. After Stott et al. (2006b). "
396,2300,4,"The caption does mention some trends relating the charts, but does not give overall takeaway",not_useful,**Missing or Unclear Takeaway Message**,"Figure 3.8: Modelled fluxes of anthropogenic CO2 over the past
century. (a) Ocean model results from OCMIP (Orr and Dutay, 1999;
Orr et al., 2000); (b), (c) terrestrial model results from CCMLP
(McGuire et al., 2001). Positive numbers denote fluxes to the
atmosphere; negative numbers denote uptake from the atmosphere.
The ocean model results appear smooth because they contain no
interannual variability, being forced only by historical changes in
atmospheric CO2. The results are truncated at 1990 because
subsequent years were simulated using a CO2 concentration scenario
rather than actual measurements, leading to a likely overestimate of
uptake for the 1990s. The terrestrial model results include effects of
historical CO2 concentrations, climate variations, and land-use
changes based on Ramankutty and Foley (2000). The results were
smoothed using a 10-year running mean to remove short-term
variability. For comparison, grey boxes denote observational
estimates of CO2 uptake by the ocean in panel (a) and by the land in
panel (b) (from Table 3.1). Land-use change flux estimates from
Houghton et al. (1999) are shown by the black line in panel (c). The
grey boxes in panel (c) indicate the range of decadal average values
for the land-use change flux accepted by the SRLULUCF (Bolin et
al., 2000) for the 1980s and for 1990 to 1995."
404,2194,5,"The caption is very lengthy,",not_useful,"""5. Detailed but Overloaded with Information""","Figure 2.13: (a) Anomalies of monthly snow cover over the Northern
Hemisphere lands (including Greenland) between November 1966 and
May 2000. Also shown are twelve-month running anomalies of
hemispheric snow extent, plotted on the seventh month of a given
interval. Anomalies are calculated from NOAA/NESDIS snow maps.
Mean hemispheric snow extent is 25.2 million km2 for the full period
of record. the curve of running means is extrapolated by using period
of record monthly means for 12 months in the late 1960s in order to
create a continuous curve of running means. Missing months fell
between May and October, and no winter months are missing. June
1999 to May 2000 values are based on preliminary analyses. (b)
Seasonal snowcover anomalies (in million km2) versus temperature
anomalies (in degC). Both snow and temperature anomalies are area
averages over the region for which climatological values of seasonal
snow-cover frequency (based on the 1973 to 1998 period) are between
10 and 90%. Season is indicated at the top of each panel. Axis for
snow anomaly on the left-hand-side y axis, axis for temperature
anomaly is on the right-hand-side y axis. Bar plot indicates time-series
of snow cover anomalies. Continuous colour curve indicates nine-point
weighted average of snow-cover anomaly. Dashed black curve
indicates time-series of nine-point weighted average of area average
temperature anomaly. Snow-cover calculations are based on the
NOAA/NESDIS snow cover data for the period 1973 to 1998 (updated
from Robinson et al., 1993). Temperature calculations are based on the
Jones data set, hence anomalies are with respect to the time period
1961 to 1990. Snow anomalies are with respect to the time period
1973 to 1998. Correlation coefficient (r) between seasonal snow cover
anomalies and temperature anomalies is indicated in parentheses.
(Figure contributed by David A. Robinson and Anjuli Bamzai, Rutgers
University.)"
410,242,3,the caption doesn't explain the trend,not_useful,Observed Pattern Not Explained,"Figure 11.11. Temperature anomalies with respect to 1901 to 1950 for fi ve North American land regions for 1906 to 2005 (black line) and as simulated (red envelope) by 
MMD models incorporating known forcings; and as projected for 2001 to 2100 by MMD models for the A1B scenario (orange envelope). The bars at the end of the orange enve-
lope represent the range of projected changes for 2091 to 2100 for the B1 scenario (blue), the A1B scenario (orange) and the A2 scenario (red). The black line is dashed where 
observations are present for less than 50% of the area in the decade concerned. More details on the construction of these fi gures are given in Box 11.1 and Section 11.1.2."
412,909,1,Caption is too long,not_useful,Detailed but Overloaded with Information,"Figure 6.6: Global, annual mean radiative forcings (Wm-2) due to a number of agents for the period from pre-industrial (1750) to present (late
1990s; about 2000) (numerical values are also listed in Table 6.11). For detailed explanations see Section 6.13. The height of the rectangular bar
denotes a central or best estimate value while its absence denotes no best estimate is possible. The vertical line about the rectangular bar with 'x'
delimiters indicates an estimate of the uncertainty range, guided by the spread in the published values of the forcing and physical understanding. A
vertical line without a rectangular bar and with 'o' delimiters denotes a forcing for which no central estimate can be given owing to large
uncertainties. The uncertainty range specified here has no statistical basis and therefore differs from the use of the term elsewhere in this
document. A 'level of scientific understanding' (LOSU) index is accorded to each forcing, with H, M, L and VL denoting high, medium, low and
very low levels, respectively. This represents our subjective judgement about the reliability of the forcing estimate, involving factors such as the
assumptions necessary to evaluate the forcing, the degree of our knowledge of the physical/chemical mechanisms determining the forcing, and the
uncertainties surrounding the quantitative estimate of the forcing (see Table 6.12). The well-mixed greenhouse gases are grouped together into a
single rectangular bar with the individual mean contributions due to CO2, CH4, N2O, and halocarbons (see Tables 6.1 and 6.11) shown; halocar-
bons refers to all halogen-containing compounds listed in Table 6.1. 'FF' denotes fossil fuel burning while 'BB' denotes biomass burning
aerosol. Fossil fuel burning is separated into the 'black carbon' (bc) and 'organic carbon' (oc) components with its separate best estimate and
range. The sign of the effects due to mineral dust is itself an uncertainty. The indirect forcing due to tropospheric aerosols is poorly understood.
The same is true for the forcing due to aviation via their effects on contrails and cirrus clouds. Only the first type of indirect effect due to aerosols
as applicable in the context of liquid clouds is considered here. The second type of effect is conceptually important but there exists very little
confidence in the simulated quantitative estimates. The forcing associated with stratospheric aerosols from volcanic eruptions is highly variable
over the period and is not considered for this plot (however, see Figure 6.8d). All the forcings shown have distinct spatial and seasonal features
(Figure 6.7) such that the global, annual means appearing on this plot do not yield a complete picture of the radiative perturbation. They are only
intended to give, in a relative sense, a first-order perspective on a global, annual mean scale, and cannot be readily employed to obtain the climate
response to the total natural and/or anthropogenic forcings. As in the SAR, it is emphasised that the positive and negative global mean forcings
cannot be added up and viewed a priori as providing offsets in terms of the complete global climate impact."
419,1068,1,"The caption doesn't explain the trend,",not_useful,Observed Pattern Not Explained,"Figure 2.13: The 76 post-SRES stabilization scenarios of world fossil fuel CO2 emissions. Different stabilization levels are indi-
cated by colour, with 750ppmv in red, 650ppmv in black, 550ppmv in blue, and 450ppmv in green. For comparison, the minimum
and maximum of the ranges of scenarios from the literature (grey) and the SRES (yellow) as well as the WRI and WRE 550ppmv
stabilization scenarios (bold black) are also shown."
428,1177,1,"The caption can better describe the context,",not_useful,Insufficient or Unclear Description,"Figure 11.7: Time-series of relative sea level for the past 300 years from Northern Europe: Amsterdam, Netherlands; Brest, France; Sheerness,
UK; Stockholm, Sweden (detrended over the period 1774 to 1873 to remove to first order the contribution of postglacial rebound);
Swinoujscie, Poland (formerly Swinemunde, Germany); and Liverpool, UK. Data for the latter are of 'Adjusted Mean High Water' rather than
Mean Sea Level and include a nodal (18.6 year) term. The scale bar indicates +-100 mm. (Adapted from Woodworth, 1999a.)"
444,1246,2,"The caption does not state any trends in the chart,",not_useful,Insufficient or Unclear Description,"Figure 11.7: Time-series of relative sea level for the past 300 years from Northern Europe: Amsterdam, Netherlands; Brest, France; Sheerness,
UK; Stockholm, Sweden (detrended over the period 1774 to 1873 to remove to first order the contribution of postglacial rebound);
Swinoujscie, Poland (formerly Swinemunde, Germany); and Liverpool, UK. Data for the latter are of 'Adjusted Mean High Water' rather than
Mean Sea Level and include a nodal (18.6 year) term. The scale bar indicates +-100 mm. (Adapted from Woodworth, 1999a.)"
445,1294,1,"The caption is too long, The caption is too detailed,",not_useful,**Detailed but Overloaded with Information**,"Figure 9.10. Observed and hindcast decadal mean surface temperature anomalies (degC) expressed, for each decade, relative to the preceding three decades. Observed 
anomalies are represented by horizontal black lines. Hindcast decadal anomalies and their uncertainties (5 to 95% confi dence bounds) are displayed as vertical bars. Hindcasts 
are based on a Bayesian detection analysis using the estimated response to historical external forcing. Hindcasts made with CGCM2, HadCM2 (see Table 8.1 of the TAR) and 
HadCM3 (see Table 8.1, this report) use the estimated response to anthropogenic forcing only (left hand column of legend) while those made with selected MMD 20C3M 
models used anthropogenic and natural forcings (centre column of legend; see Table 8.1 for model descriptions). Hindcasts made with the ensemble mean of the selected 
20C3M models are indicated by the thick green line. A hindcast based on persisting anomalies from the previous decade is also shown. The hindcasts agree well with 
observations from the 1950s onward. Hindcasts for the decades of the 1930s and 1940s are sensitive to the details of the hindcast procedure. A forecast for the decadal global 
mean anomaly for the decade 2000 to 2009, relative to the 1970 to 1999 climatology, based on simulations performed with the Canadian Centre for Climate Modelling and 
Analysis Coupled Global Climate Model (CGCM2) is also displayed. From Lee et al. (2006)."
453,1576,2,Caption have too many citations lost reading caption,not_useful,Insufficient or Unclear Description,"Figure 6.4. The concentrations and radiative forcing by (a) CO2, (b) CH4 and (c) nitrous oxide (N2O), and (d) the rate of change in their combined radiative forcing over the 
last 20 kyr reconstructed from antarctic and Greenland ice and fi rn data (symbols) and direct atmospheric measurements (red and magenta lines). The grey bars show the 
reconstructed ranges of natural variability for the past 650 kyr (Siegenthaler et al., 2005a; Spahni et al., 2005). Radiative forcing was computed with the simplifi ed expres-
sions of Chapter 2 (Myhre et al., 1998). The rate of change in radiative forcing (black line) was computed from spline fi ts (Enting, 1987) of the concentration data (black lines 
in panels a to c). The width of the age distribution of the bubbles in ice varies from about 20 years for sites with a high accumulation of snow such as Law Dome, Antarctica, to 
about 200 years for low-accumulation sites such as Dome C, Antarctica. The Law Dome ice and fi rn data, covering the past two millennia, and recent instrumental data have 
been splined with a cut-off period of 40 years, with the resulting rate of change in radiative forcing shown by the inset in (d). The arrow shows the peak in the rate of change in 
radiative forcing after the anthropogenic signals of CO2, CH4 and N2O have been smoothed with a model describing the enclosure process of air in ice (Spahni et al., 2003) ap-
plied for conditions at the low accumulation Dome C site for the last glacial transition. The CO2 data are from Etheridge et al. (1996); Monnin et al. (2001); Monnin et al. (2004); 
Siegenthaler et al. (2005b; South Pole); Siegenthaler et al. (2005a; Kohnen Station); and MacFarling Meure et al. (2006). The CH4 data are from Stauffer et al. (1985); Steele et al. 
(1992); Blunier et al. (1993); Dlugokencky et al. (1994); Blunier et al. (1995); Chappellaz et al. (1997); Monnin et al. (2001); Fluckiger et al. (2002); and Ferretti et al. (2005). The 
N2O data are from Machida et al. (1995); Battle et al. (1996); Fluckiger et al. (1999, 2002); and MacFarling Meure et al. (2006). Atmospheric data are from the National Oceanic 
and Atmospheric Administration's global air sampling network, representing global average concentrations (dry air mole fraction; Steele et al., 1992; Dlugokencky et al., 1994; 
Tans and Conway, 2005), and from Mauna Loa, Hawaii (Keeling and Whorf, 2005). The globally averaged data are available from http://www.cmdl.noaa.gov/."
454,1751,1,detailed context make it confusing to understand,not_useful,**Detailed and Informative**,"Figure 10.17. (a) Multi-model mean of the regression of the leading EOF of ensemble mean Northern Hemisphere sea level pressure (NH SLP, thin red line). The time series of 
regression coeffi cients has zero mean between year 1900 and 1970. The thick red line is a 10-year low-pass fi ltered version of the mean. The grey shading represents the inter-
model spread at the 95% confi dence level and is fi ltered. A fi ltered version of the observed SLP from the Hadley Centre (HadSLP1) is shown in black. The regression coeffi cient 
for the winter following a major tropical eruption is marked by red, blue and black triangles for the multi-model mean, the individual model mean and observations, respectively. 
(b) As in (a) for Southern Hemisphere SLP for models with (red) and without (blue) ozone forcing. Adapted from Miller et al. (2006)."
460,1946,1,"The caption is long and although it is informative, it can be confusing to understand",not_useful,Detailed but Overloaded with Information,"Figure 9.4. Contribution of external forcing to several high-variance 
reconstructions of NH temperature anomalies, (Esper et al., 2002; Briffa et al., 2001; 
Hegerl et al., 2007, termed CH-blend and CH-blend long; and Moberg et al., 2005). 
The top panel compares reconstructions to an EBM simulation (equilibrium climate 
sensitivity of 2.5degC) of NH 30degN to 90degN average temperature, forced with volcanic, 
solar and anthropogenic forcing. All timeseries are centered on the 1500-1925 
average. Instrumental temperature data are shown by a green line (centered to 
agree with CH-blend average over the period 1880-1960). The displayed data are 
low-pass fi ltered (20-year cutoff) for clarity. The bottom panel shows the estimated 
contribution of the response to volcanic (blue lines with blue uncertainty shade), solar 
(green) and greenhouse gas (GHG) and aerosol forcing (red line with yellow shades, 
aerosol only in 20th century) to each reconstruction (all timeseries are centered 
over the analysis period). The estimates are based on multiple regression of the 
reconstructions on fi ngerprints for individual forcings. The contributions to different 
reconstructions are indicated by different line styles (Briffa et al.: solid, fat; Esper et 
al.: dotted; Moberg: dashed; CH-blend: solid, thin; with shaded 90% confi dence limits 
around best estimates for each detectable signal). All reconstructions show a highly 
signifi cant volcanic signal, and all but Moberg et al. (which ends in 1925) show a 
detectable greenhouse gas signal at the 5% signifi cance level. The latter shows a 
detectable greenhouse gas signal with less signifi cance. Only Moberg et al. contains 
a detectable solar signal (only shown for these data and CH-blend, where it is not 
detectable). All data are decadally averaged. The reconstructions represent slightly 
different regions and seasons: Esper et al. (2002) is calibrated to 30degN to 90degN land 
temperature, CH-blend and CH-blend long (Hegerl et al., 2007) to 30degN to 90degN 
mean temperature and Moberg et al. (2005) to 0deg to 90degN temperature. From Hegerl 
et al. (2007)."
465,1953,2,caption is lengthy and does not summarize takeaway,not_useful,Missing or Unclear Takeaway Message,"Figure 8.4: Second-order statistics of surface air temperature, sea level
pressure and precipitation simulated by CMIP2 model control runs.
The radial co-ordinate gives the magnitude of total standard deviation,
normalised by the observed value, and the angular co-ordinate gives
the correlation with observations. It follows that the distance between
the OBSERVED point and any model's point is proportional to the
r.m.s model error (see Section 8.2). Numbers indicate models counting
from left to right in the following two figures. Letters indicate alternate
observationally based data sets compared with the baseline observa-
tions: e = 15-year ECMWF reanalysis ('ERA'); n = NCAR/NCEP
reanalysis. From Covey et al. (2000b)."
468,1963,3,Caption does not summarize takeaway clearly,not_useful,Missing or Unclear Takeaway Message,"Figure 4.9: (left panel) Observed versus modelled (1) HO2 abundance (ppt), (2) OH abundance (ppt), and (3) HO2/OH ratio in the upper
troposphere (8 to 12 km altitude) during SONEX. Observations are for cloud-free, daytime conditions. Model calculations are constrained with
local observations of the photochemical background (H2O2, CH3OOH, NO, O3, H2O, CO, CH4, ethane, propane, acetone, temperature, pressure,
aerosol surface area and actinic flux). The 1:1 line (solid) and instrumental accuracy range (dashed) are shown. Adapted from Brune et al. (1999). 
(right panel) Observed (4) HO2 abundance (ppt), (5) OH abundance (ppt), and (6) derived O3 production rate (ppb/day) as a function of the NOx
(NO+NO2) abundance (ppt). Data taken from SONEX (8 to 12 km altitude, 40deg to 60degN latitude) and adapted from Jaegle et al. (1999). All values
are 24-hour averages. The lines correspond to model-calculated values as a function of NOx using the median photochemical background during
SONEX rather than the instantaneous values (points)."
476,2052,1,The caption doesn't explain the context or trend,not_useful,Insufficient or Unclear Description,"Figure 2.26 | Global price of carbon emissions consistent with mitigation 
pathways. Panels show (a) undiscounted price of carbon (2030-2100) and (b) average 
price of carbon (2030-2100) discounted at a 5% discount rate to 2020 in USD2010. 
AC: Annually compounded. NPV: Net present value. Median values in floating black line. 
The number of pathways included in box plots is indicated in the legend. Number of 
pathways outside the figure range is noted at the top."
478,2074,2,Caption does not give the necessary context Takeaway message is not clearly mentioned in the caption,not_useful,"""Missing or Unclear Takeaway Message""","Figure 4.25: Indicative comparison of selected primary energy-supply baseline 
(reference) and policy scenarios from 2004 to 2030 and related total energy-related 
emissions in 2004 and 2030 (GtCO2-eq) 
Note: The IEA (2006b) Beyond Alternative Policy scenario (not shown) depicts 
that energy-related emissions could be reduced to 2004 levels."
484,2138,2,Caption mentions source of the is not a valuable information,not_useful,Insufficient or Unclear Description,"Figure 10.10 | Carbon prices (in USD2005) as a function of global RE primary energy sup-
ply (direct equivalent) in 2050. Colour coding is based on categories of atmospheric CO2 
concentration level in 2100 (Fisher et al., 2007). Different symbols in the graph denote 
the availability of CCS and nuclear energy. Note that limited nuclear scenarios include 
nuclear phase-outs, constraints on the production of new nuclear and scenarios in which 
nuclear production is constrained to baseline levels. For data reporting reasons, only 141 
scenarios are included in the 2050 results shown here, as opposed to the full set of 164 
scenarios. Figure and data adapted from Krey and Clarke (2011), modifi ed to include two 
additional scenarios."
491,2348,2,caption describes what is shown in the chart which is not useful -- caption should add more information to the visualization instead of being an extension to the chart.,not_useful,"""Insufficient or Unclear Description""","Figure 2.3. Atmospheric concentrations of CO2, CH4 and N2O over the last
10,000 years (large panels) and since 1750 (inset panels). Measurements
are shown from ice cores (symbols with different colours for different stud-
ies) and atmospheric samples (red lines). The corresponding radiative
forcings relative to 1750 are shown on the right hand axes of the large
panels. {WGI Figure SPM.1}"
499,149,1,"the context required to understand the annotations are not given in the caption, Difficult to connect caption to the chart",not_useful,Insufficient or Unclear Description,"Figure 2.15: Timing when the stabilization scenarios achieve a reduction of 20% of global energy-related CO2 baseline emis-
sions, compared across stabilization targets as well as baselines. Slanted lines join scenarios quantified by the same model."
502,152,1,is not mentioned in the caption The caption also does not summarize the takeaway message Caption does not provide context necessary to understand the chart,not_useful,**Insufficient or Unclear Description**,"Figure 1.3 | Left panel: Projected increase in primary energy supply. Comparison of 153 SRES and pre-SRES baseline energy scenarios in the literature compared with the 133 more 
recent, post-SRES scenarios. The ranges are comparable, with small changes in the lower and upper boundaries. Right panel: Expected carbon intensity changes. Historical development 
and projections from SRES and pre-SRES scenarios compared to post-SRES scenarios. Adapted from Fisher et al., 2007, pp. 183 and 184."
505,188,2,caption does not explain the trend so the takeaway message is not clear Caption does not provide anay context necessary to understand the chart,not_useful,Observed Pattern Not Explained,"Figure 3.14: Total black carbon (left panel) and organic carbon (right panel) emission estimates in scenarios from different studies. 
Notes: Rao et al., (2005) include emissions from contained combustion only. Liousse et al. (2005), A2 not included as 2100 value of 100 Tg lies way above range."
520,859,3,Caption does not add any value,not_useful,Insufficient or Unclear Description,"Figure 6.14 | Capacity factor effect on LCOE for estimated 2020 wave and tidal current 
investment costs. The data point showing the EPRI conceptual design, using Pelamis 500 
kW machines at 38% capacity factor, is based on Previsic (2004)."
526,547,3,"title of subplots in the visualization are included in the caption, caption does not provide sufficient context of the chart",not_useful,Insufficient or Unclear Description,"Figure 3.27. Correlations with the SOI, based on normalised Tahiti minus Darwin sea level pressures, for annual (May to April) means for sea level pressure (top left) and 
surface temperature (top right) for 1958 to 2004, and GPCP precipitation for 1979 to 2003 (bottom left), updated from Trenberth and Caron (2000). The Darwin-based SOI, in 
normalized units of standard deviation, from 1866 to 2005 (Konnen et al., 1998; lower right) features monthly values with an 11-point low-pass fi lter, which effectively removes 
fl uctuations with periods of less than eight months (Trenberth, 1984). The smooth black curve shows decadal variations (see Appendix 3.A). Red values indicate positive sea 
level pressure anomalies at Darwin and thus El Nino conditions. "
531,292,1,"not clearly explained in the caption, and no clear takeaway",not_useful,Missing or Unclear Takeaway Message,"Figure 10.7. Zonal means of change in atmospheric (top) and oceanic (bottom) temperatures (degC), shown as cross sections. Values are the multi-model means for the A1B 
scenario for three periods (a-c). Stippling denotes regions where the multi-model ensemble mean divided by the multi-model standard deviation exceeds 1.0 (in magnitude). 
Anomalies are relative to the average of the period 1980 to 1999. Results for individual models can be seen in the Supplementary Material for this chapter."
532,413,2,caption only describes the chart Key takeaway of the visualization is not mentioned in the caption,not_useful,"""Missing or Unclear Takeaway Message""","Figure 4.11. Comparison of model-based time series of the annual mean average sea ice thickness anomaly (computed relative 
to the mean of the entire period) in the Arctic Basin, obtained from a variety of models (redrafted from Rothrock et al., 2003; see this 
paper for identifi cation of the individual models and their attributes), along with the sea ice volume anomalies in the Arctic Basin (grey 
curve and right-hand scale; computed by Koeberle and Gerdes, 2003)."
535,442,2,Caption does not describe the visualization. Caption does not prodive context of the data,not_useful,Insufficient or Unclear Description,"Figure 2.20 | Comparison of (a) direct CO2 emissions and (b) carbon intensity of the power and energy end-use sectors (industry, buildings, and transport 
sectors) between IAMs and sectoral studies (IEA-ETP and IEA/IRENA). Diamond markers in panel (b) show data for IEA-ETP scenarios (2DS and B2DS), and IEA/IRENA 
scenario (66%2DS). Note: for the data from IAM studies, there is rather large variation of projections for each indicator. Please see the details in the following figures in each end-
use sector section."
